"","Taxa","INC","COLD","plate_num","date","viable","DAY","END","germination","mold","adj_total","force","germ_perc"
"4510","Phlox cuspidata","L","C",720,2018-10-10,1,9,11,0,0,12,20,0
"4511","Phlox cuspidata","L","C",721,2018-10-10,4,9,11,0,0,13,20,0
"4512","Oenethera biennis","L","C",97,2018-10-12,2,11,13,0,5,13,20,0
"4513","Oenethera biennis","L","C",98,2018-10-12,0,11,13,0,6,14,20,0
"4514","Oenethera biennis","L","C",99,2018-10-12,1,11,13,0,2,17,20,0
"4515","Oenethera biennis","H","C",100,2018-10-12,1,11,13,0,0,12,25,0
"4516","Oenethera biennis","H","C",101,2018-10-12,2,11,13,0,0,16,25,0
"4517","Oenethera biennis","H","C",102,2018-10-12,1,11,13,0,3,14,25,0
"4518","Asclepias syriaca","L","C",145,2018-10-12,0,11,13,1,0,21,20,0.0476190476190476
"4519","Asclepias syriaca","L","C",146,2018-10-12,2,11,13,1,0,20,20,0.05
"4520","Asclepias syriaca","L","C",147,2018-10-12,1,11,13,1,1,19,20,0.0526315789473684
"4521","Asclepias syriaca","H","C",148,2018-10-12,1,11,13,0,3,17,25,0
"4522","Asclepias syriaca","H","C",149,2018-10-12,0,11,13,0,0,20,25,0
"4523","Asclepias syriaca","H","C",150,2018-10-12,0,11,13,0,0,20,25,0
"4524","Cryptotaenia canadensis","L","C",193,2018-10-12,5,11,13,1,0,20,20,0.05
"4525","Cryptotaenia canadensis","L","C",194,2018-10-12,4,11,13,1,0,20,20,0.05
"4526","Cryptotaenia canadensis","L","C",195,2018-10-12,0,11,13,0,0,20,20,0
"4527","Cryptotaenia canadensis","H","C",196,2018-10-12,16,11,13,1,0,19,25,0.0526315789473684
"4528","Cryptotaenia canadensis","H","C",197,2018-10-12,17,11,13,0,0,18,25,0
"4529","Cryptotaenia canadensis","H","C",198,2018-10-12,3,11,13,1,1,4,25,0.25
"4530","Eurbia diviricata","L","C",259,2018-10-12,6,11,13,0,6,12,20,0
"4531","Eurbia diviricata","L","C",260,2018-10-12,5,11,13,0,2,14,20,0
"4532","Eurbia diviricata","L","C",261,2018-10-12,1,11,13,0,5,10,20,0
"4533","Eurbia diviricata","H","C",262,2018-10-12,2,11,13,4,6,12,25,0.333333333333333
"4534","Eurbia diviricata","H","C",263,2018-10-12,5,11,13,0,5,12,25,0
"4535","Eurbia diviricata","H","C",264,2018-10-12,6,11,13,0,10,7,25,0
"4536","Hesperis matronalis","L","C",313,2018-10-12,0,11,13,0,0,20,20,0
"4537","Hesperis matronalis","L","C",314,2018-10-12,4,11,13,0,0,20,20,0
"4538","Hesperis matronalis","L","C",315,2018-10-12,2,11,13,0,0,20,20,0
"4539","Hesperis matronalis","H","C",316,2018-10-12,0,11,13,0,0,20,25,0
"4540","Hesperis matronalis","H","C",317,2018-10-12,0,11,13,0,0,20,25,0
"4541","Hesperis matronalis","H","C",318,2018-10-12,0,11,13,0,0,20,25,0
"4542","Polygonum virginiatum","L","C",391,2018-10-12,15,11,13,2,2,18,20,0.111111111111111
"4543","Polygonum virginiatum","L","C",392,2018-10-12,10,11,13,1,1,19,20,0.0526315789473684
"4544","Polygonum virginiatum","L","C",393,2018-10-12,12,11,13,2,0,20,20,0.1
"4545","Polygonum virginiatum","H","C",394,2018-10-12,18,11,13,0,1,18,25,0
"4546","Polygonum virginiatum","H","C",395,2018-10-12,15,11,13,1,0,20,25,0.05
"4547","Polygonum virginiatum","H","C",396,2018-10-12,19,11,13,0,0,20,25,0
"4548","Carex grisea","L","C",435,2018-10-12,20,11,13,0,0,20,20,0
"4549","Carex grisea","L","C",436,2018-10-12,20,11,13,0,0,20,20,0
"4550","Carex grisea","H","C",437,2018-10-12,20,11,13,0,0,20,25,0
"4551","Carex grisea","H","C",438,2018-10-12,20,11,13,0,0,20,25,0
"4552","Silene vulgaris","L","C",478,2018-10-12,3,11,13,1,0,20,20,0.05
"4553","Silene vulgaris","L","C",479,2018-10-12,1,11,13,0,0,19,20,0
"4554","Silene vulgaris","L","C",480,2018-10-12,0,11,13,0,0,20,20,0
"4555","Silene vulgaris","H","C",481,2018-10-12,1,11,13,0,0,19,25,0
"4556","Silene vulgaris","H","C",482,2018-10-12,1,11,13,0,0,18,25,0
"4557","Silene vulgaris","H","C",483,2018-10-12,2,11,13,0,0,20,25,0
"4558","Silene stellata","L","C",532,2018-10-12,14,11,13,0,0,20,20,0
"4559","Silene stellata","L","C",533,2018-10-12,15,11,13,1,0,21,20,0.0476190476190476
"4560","Silene stellata","L","C",534,2018-10-12,11,11,13,0,0,18,20,0
"4561","Silene stellata","H","C",535,2018-10-12,14,11,13,0,0,19,25,0
"4562","Silene stellata","H","C",536,2018-10-12,15,11,13,0,0,18,25,0
"4563","Silene stellata","H","C",537,2018-10-12,16,11,13,0,0,18,25,0
"4564","Anemone virginana","L","C",586,2018-10-12,1,11,13,2,0,21,20,0.0952380952380952
"4565","Anemone virginana","L","C",587,2018-10-12,0,11,13,1,2,19,20,0.0526315789473684
"4566","Anemone virginana","L","C",588,2018-10-12,2,11,13,2,0,21,20,0.0952380952380952
"4567","Anemone virginana","H","C",589,2018-10-12,0,11,13,1,0,19,25,0.0526315789473684
"4568","Anemone virginana","H","C",590,2018-10-12,0,11,13,3,0,20,25,0.15
"4569","Anemone virginana","H","C",591,2018-10-12,2,11,13,2,2,18,25,0.111111111111111
"4570","Thalictrum dioicum","L","C",640,2018-10-12,4,11,13,1,7,8,20,0.125
"4571","Thalictrum dioicum","L","C",641,2018-10-12,5,11,13,0,5,9,20,0
"4572","Thalictrum dioicum","L","C",642,2018-10-12,7,11,13,0,5,10,20,0
"4573","Thalictrum dioicum","H","C",643,2018-10-12,8,11,13,0,3,12,25,0
"4574","Thalictrum dioicum","H","C",644,2018-10-12,5,11,13,1,5,10,25,0.1
"4575","Thalictrum dioicum","H","C",645,2018-10-12,9,11,13,1,5,10,25,0.1
"4576","Impatiens capensis","L","C",684,2018-10-12,2,11,13,0,8,10,20,0
"4577","Impatiens capensis","L","C",685,2018-10-12,2,11,13,0,8,10,20,0
"4578","Impatiens capensis","H","C",686,2018-10-12,1,11,13,0,9,10,25,0
"4579","Impatiens capensis","H","C",687,2018-10-12,1,11,13,0,9,10,25,0
"4580","Phlox cuspidata","H","C",722,2018-10-12,0,11,13,0,0,8,25,0
"4581","Phlox cuspidata","H","C",723,2018-10-12,5,11,13,0,0,12,25,0
"4582","Phlox cuspidata","L","C",720,2018-10-12,1,11,13,0,0,12,20,0
"4583","Phlox cuspidata","L","C",721,2018-10-12,4,11,13,0,0,13,20,0
"4584","Oenethera biennis","L","C",97,2018-10-14,2,13,14,0,5,13,20,0
"4585","Oenethera biennis","L","C",98,2018-10-14,0,13,14,0,6,14,20,0
"4586","Oenethera biennis","L","C",99,2018-10-14,1,13,14,0,2,17,20,0
"4587","Oenethera biennis","H","C",100,2018-10-14,1,13,14,0,0,12,25,0
"4588","Oenethera biennis","H","C",101,2018-10-14,2,13,14,0,0,16,25,0
"4589","Oenethera biennis","H","C",102,2018-10-14,1,13,14,0,3,14,25,0
"4590","Asclepias syriaca","L","C",145,2018-10-14,0,13,14,1,0,21,20,0.0476190476190476
"4591","Asclepias syriaca","L","C",146,2018-10-14,2,13,14,3,0,20,20,0.15
"4592","Asclepias syriaca","L","C",147,2018-10-14,1,13,14,0,1,19,20,0
"4593","Asclepias syriaca","H","C",148,2018-10-14,1,13,14,0,3,17,25,0
"4594","Asclepias syriaca","H","C",149,2018-10-14,0,13,14,0,0,20,25,0
"4595","Asclepias syriaca","H","C",150,2018-10-14,0,13,14,0,0,20,25,0
"4596","Cryptotaenia canadensis","L","C",193,2018-10-14,5,13,14,0,0,20,20,0
"4597","Cryptotaenia canadensis","L","C",194,2018-10-14,4,13,14,0,0,20,20,0
"4598","Cryptotaenia canadensis","L","C",195,2018-10-14,0,13,14,0,0,20,20,0
"4599","Cryptotaenia canadensis","H","C",196,2018-10-14,16,13,14,0,0,19,25,0
"4600","Cryptotaenia canadensis","H","C",197,2018-10-14,17,13,14,0,0,18,25,0
"4601","Cryptotaenia canadensis","H","C",198,2018-10-14,3,13,14,0,1,4,25,0
"4602","Eurbia diviricata","L","C",259,2018-10-14,6,13,14,0,6,12,20,0
"4603","Eurbia diviricata","L","C",260,2018-10-14,5,13,14,0,2,14,20,0
"4604","Eurbia diviricata","L","C",261,2018-10-14,1,13,14,0,5,10,20,0
"4605","Eurbia diviricata","H","C",262,2018-10-14,2,13,14,0,6,12,25,0
"4606","Eurbia diviricata","H","C",263,2018-10-14,5,13,14,1,5,12,25,0.0833333333333333
"4607","Eurbia diviricata","H","C",264,2018-10-14,6,13,14,0,10,7,25,0
"4608","Hesperis matronalis","L","C",313,2018-10-14,0,13,14,0,0,20,20,0
"4609","Hesperis matronalis","L","C",314,2018-10-14,4,13,14,0,0,20,20,0
"4610","Hesperis matronalis","L","C",315,2018-10-14,2,13,14,0,0,20,20,0
"4611","Hesperis matronalis","H","C",316,2018-10-14,0,13,14,0,0,20,25,0
"4612","Hesperis matronalis","H","C",317,2018-10-14,0,13,14,0,0,20,25,0
"4613","Hesperis matronalis","H","C",318,2018-10-14,0,13,14,0,0,20,25,0
"4614","Polygonum virginiatum","L","C",391,2018-10-14,15,13,14,0,2,18,20,0
"4615","Polygonum virginiatum","L","C",392,2018-10-14,10,13,14,1,1,19,20,0.0526315789473684
"4616","Polygonum virginiatum","L","C",393,2018-10-14,12,13,14,1,0,20,20,0.05
"4617","Polygonum virginiatum","H","C",394,2018-10-14,18,13,14,0,1,18,25,0
"4618","Polygonum virginiatum","H","C",395,2018-10-14,15,13,14,1,0,20,25,0.05
"4619","Polygonum virginiatum","H","C",396,2018-10-14,19,13,14,0,0,20,25,0
"4620","Carex grisea","L","C",435,2018-10-14,20,13,14,0,0,20,20,0
"4621","Carex grisea","L","C",436,2018-10-14,20,13,14,0,0,20,20,0
"4622","Carex grisea","H","C",437,2018-10-14,20,13,14,0,0,20,25,0
"4623","Carex grisea","H","C",438,2018-10-14,20,13,14,0,0,20,25,0
"4624","Silene vulgaris","L","C",478,2018-10-14,3,13,14,0,0,20,20,0
"4625","Silene vulgaris","L","C",479,2018-10-14,1,13,14,1,0,19,20,0.0526315789473684
"4626","Silene vulgaris","L","C",480,2018-10-14,0,13,14,0,0,20,20,0
"4627","Silene vulgaris","H","C",481,2018-10-14,1,13,14,0,0,19,25,0
"4628","Silene vulgaris","H","C",482,2018-10-14,1,13,14,0,0,18,25,0
"4629","Silene vulgaris","H","C",483,2018-10-14,2,13,14,0,0,20,25,0
"4630","Silene stellata","L","C",532,2018-10-14,14,13,14,0,0,20,20,0
"4631","Silene stellata","L","C",533,2018-10-14,15,13,14,0,0,21,20,0
"4632","Silene stellata","L","C",534,2018-10-14,11,13,14,0,0,18,20,0
"4633","Silene stellata","H","C",535,2018-10-14,14,13,14,0,0,19,25,0
"4634","Silene stellata","H","C",536,2018-10-14,15,13,14,0,0,18,25,0
"4635","Silene stellata","H","C",537,2018-10-14,16,13,14,0,0,18,25,0
"4636","Anemone virginana","L","C",586,2018-10-14,1,13,14,1,0,21,20,0.0476190476190476
"4637","Anemone virginana","L","C",587,2018-10-14,0,13,14,1,2,19,20,0.0526315789473684
"4638","Anemone virginana","L","C",588,2018-10-14,2,13,14,3,0,21,20,0.142857142857143
"4639","Anemone virginana","H","C",589,2018-10-14,0,13,14,1,0,19,25,0.0526315789473684
"4640","Anemone virginana","H","C",590,2018-10-14,0,13,14,1,0,20,25,0.05
"4641","Anemone virginana","H","C",591,2018-10-14,2,13,14,3,2,18,25,0.166666666666667
"4642","Thalictrum dioicum","L","C",640,2018-10-14,4,13,14,0,7,8,20,0
"4643","Thalictrum dioicum","L","C",641,2018-10-14,5,13,14,3,5,9,20,0.333333333333333
"4644","Thalictrum dioicum","L","C",642,2018-10-14,7,13,14,0,5,10,20,0
"4645","Thalictrum dioicum","H","C",643,2018-10-14,8,13,14,0,3,12,25,0
"4646","Thalictrum dioicum","H","C",644,2018-10-14,5,13,14,2,5,10,25,0.2
"4647","Thalictrum dioicum","H","C",645,2018-10-14,9,13,14,0,5,10,25,0
"4648","Impatiens capensis","L","C",684,2018-10-14,2,13,14,0,8,10,20,0
"4649","Impatiens capensis","L","C",685,2018-10-14,2,13,14,0,8,10,20,0
"4650","Impatiens capensis","H","C",686,2018-10-14,1,13,14,0,9,10,25,0
"4651","Impatiens capensis","H","C",687,2018-10-14,1,13,14,0,9,10,25,0
"4652","Phlox cuspidata","H","C",722,2018-10-14,0,13,14,0,0,8,25,0
"4653","Phlox cuspidata","H","C",723,2018-10-14,5,13,14,0,0,12,25,0
"4654","Phlox cuspidata","L","C",720,2018-10-14,1,13,14,0,0,12,20,0
"4655","Phlox cuspidata","L","C",721,2018-10-14,4,13,14,0,0,13,20,0
"4656","Oenethera biennis","L","C",97,2018-10-15,2,14,16,0,5,13,20,0
"4657","Oenethera biennis","L","C",98,2018-10-15,0,14,16,0,6,14,20,0
"4658","Oenethera biennis","L","C",99,2018-10-15,1,14,16,0,2,17,20,0
"4659","Oenethera biennis","H","C",100,2018-10-15,1,14,16,0,0,12,25,0
"4660","Oenethera biennis","H","C",101,2018-10-15,2,14,16,0,0,16,25,0
"4661","Oenethera biennis","H","C",102,2018-10-15,1,14,16,0,3,14,25,0
"4662","Asclepias syriaca","L","C",145,2018-10-15,0,14,16,2,0,21,20,0.0952380952380952
"4663","Asclepias syriaca","L","C",146,2018-10-15,2,14,16,0,0,20,20,0
"4664","Asclepias syriaca","L","C",147,2018-10-15,1,14,16,0,1,19,20,0
"4665","Asclepias syriaca","H","C",148,2018-10-15,1,14,16,0,3,17,25,0
"4666","Asclepias syriaca","H","C",149,2018-10-15,0,14,16,0,0,20,25,0
"4667","Asclepias syriaca","H","C",150,2018-10-15,0,14,16,0,0,20,25,0
"4668","Cryptotaenia canadensis","L","C",193,2018-10-15,5,14,16,0,0,20,20,0
"4669","Cryptotaenia canadensis","L","C",194,2018-10-15,4,14,16,0,0,20,20,0
"4670","Cryptotaenia canadensis","L","C",195,2018-10-15,0,14,16,0,0,20,20,0
"4671","Cryptotaenia canadensis","H","C",196,2018-10-15,16,14,16,0,0,19,25,0
"4672","Cryptotaenia canadensis","H","C",197,2018-10-15,17,14,16,0,0,18,25,0
"4673","Cryptotaenia canadensis","H","C",198,2018-10-15,3,14,16,0,1,4,25,0
"4674","Eurbia diviricata","L","C",259,2018-10-15,6,14,16,0,6,12,20,0
"4675","Eurbia diviricata","L","C",260,2018-10-15,5,14,16,0,2,14,20,0
"4676","Eurbia diviricata","L","C",261,2018-10-15,1,14,16,0,5,10,20,0
"4677","Eurbia diviricata","H","C",262,2018-10-15,2,14,16,0,6,12,25,0
"4678","Eurbia diviricata","H","C",263,2018-10-15,5,14,16,1,5,12,25,0.0833333333333333
"4679","Eurbia diviricata","H","C",264,2018-10-15,6,14,16,0,10,7,25,0
"4680","Hesperis matronalis","L","C",313,2018-10-15,0,14,16,0,0,20,20,0
"4681","Hesperis matronalis","L","C",314,2018-10-15,4,14,16,0,0,20,20,0
"4682","Hesperis matronalis","L","C",315,2018-10-15,2,14,16,0,0,20,20,0
"4683","Hesperis matronalis","H","C",316,2018-10-15,0,14,16,0,0,20,25,0
"4684","Hesperis matronalis","H","C",317,2018-10-15,0,14,16,0,0,20,25,0
"4685","Hesperis matronalis","H","C",318,2018-10-15,0,14,16,0,0,20,25,0
"4686","Polygonum virginiatum","L","C",391,2018-10-15,15,14,16,0,2,18,20,0
"4687","Polygonum virginiatum","L","C",392,2018-10-15,10,14,16,1,1,19,20,0.0526315789473684
"4688","Polygonum virginiatum","L","C",393,2018-10-15,12,14,16,0,0,20,20,0
"4689","Polygonum virginiatum","H","C",394,2018-10-15,18,14,16,0,1,18,25,0
"4690","Polygonum virginiatum","H","C",395,2018-10-15,15,14,16,0,0,20,25,0
"4691","Polygonum virginiatum","H","C",396,2018-10-15,19,14,16,0,0,20,25,0
"4692","Carex grisea","L","C",435,2018-10-15,20,14,16,0,0,20,20,0
"4693","Carex grisea","L","C",436,2018-10-15,20,14,16,0,0,20,20,0
"4694","Carex grisea","H","C",437,2018-10-15,20,14,16,0,0,20,25,0
"4695","Carex grisea","H","C",438,2018-10-15,20,14,16,0,0,20,25,0
"4696","Silene vulgaris","L","C",478,2018-10-15,3,14,16,0,0,20,20,0
"4697","Silene vulgaris","L","C",479,2018-10-15,1,14,16,0,0,19,20,0
"4698","Silene vulgaris","L","C",480,2018-10-15,0,14,16,1,0,20,20,0.05
"4699","Silene vulgaris","H","C",481,2018-10-15,1,14,16,0,0,19,25,0
"4700","Silene vulgaris","H","C",482,2018-10-15,1,14,16,0,0,18,25,0
"4701","Silene vulgaris","H","C",483,2018-10-15,2,14,16,0,0,20,25,0
"4702","Silene stellata","L","C",532,2018-10-15,14,14,16,0,0,20,20,0
"4703","Silene stellata","L","C",533,2018-10-15,15,14,16,0,0,21,20,0
"4704","Silene stellata","L","C",534,2018-10-15,11,14,16,0,0,18,20,0
"4705","Silene stellata","H","C",535,2018-10-15,14,14,16,0,0,19,25,0
"4706","Silene stellata","H","C",536,2018-10-15,15,14,16,0,0,18,25,0
"4707","Silene stellata","H","C",537,2018-10-15,16,14,16,0,0,18,25,0
"4708","Anemone virginana","L","C",586,2018-10-15,1,14,16,4,0,21,20,0.19047619047619
"4709","Anemone virginana","L","C",587,2018-10-15,0,14,16,1,2,19,20,0.0526315789473684
"4710","Anemone virginana","L","C",588,2018-10-15,2,14,16,3,0,21,20,0.142857142857143
"4711","Anemone virginana","H","C",589,2018-10-15,0,14,16,5,0,19,25,0.263157894736842
"4712","Anemone virginana","H","C",590,2018-10-15,0,14,16,0,0,20,25,0
"4713","Anemone virginana","H","C",591,2018-10-15,2,14,16,4,2,18,25,0.222222222222222
"4714","Thalictrum dioicum","L","C",640,2018-10-15,4,14,16,0,7,8,20,0
"4715","Thalictrum dioicum","L","C",641,2018-10-15,5,14,16,1,5,9,20,0.111111111111111
"4716","Thalictrum dioicum","L","C",642,2018-10-15,7,14,16,1,5,10,20,0.1
"4717","Thalictrum dioicum","H","C",643,2018-10-15,8,14,16,1,3,12,25,0.0833333333333333
"4718","Thalictrum dioicum","H","C",644,2018-10-15,5,14,16,0,5,10,25,0
"4719","Thalictrum dioicum","H","C",645,2018-10-15,9,14,16,0,5,10,25,0
"4720","Impatiens capensis","L","C",684,2018-10-15,2,14,16,0,8,10,20,0
"4721","Impatiens capensis","L","C",685,2018-10-15,2,14,16,0,8,10,20,0
"4722","Impatiens capensis","H","C",686,2018-10-15,1,14,16,0,9,10,25,0
"4723","Impatiens capensis","H","C",687,2018-10-15,1,14,16,0,9,10,25,0
"4724","Phlox cuspidata","H","C",722,2018-10-15,0,14,16,0,0,8,25,0
"4725","Phlox cuspidata","H","C",723,2018-10-15,5,14,16,0,0,12,25,0
"4726","Phlox cuspidata","L","C",720,2018-10-15,1,14,16,0,0,12,20,0
"4727","Phlox cuspidata","L","C",721,2018-10-15,4,14,16,0,0,13,20,0
"4728","Oenethera biennis","L","C",97,2018-10-17,2,16,18,0,5,13,20,0
"4729","Oenethera biennis","L","C",98,2018-10-17,0,16,18,0,6,14,20,0
"4730","Oenethera biennis","L","C",99,2018-10-17,1,16,18,0,2,17,20,0
"4731","Oenethera biennis","H","C",100,2018-10-17,1,16,18,0,0,12,25,0
"4732","Oenethera biennis","H","C",101,2018-10-17,2,16,18,0,0,16,25,0
"4733","Oenethera biennis","H","C",102,2018-10-17,1,16,18,0,3,14,25,0
"4734","Asclepias syriaca","L","C",145,2018-10-17,0,16,18,1,0,21,20,0.0476190476190476
"4735","Asclepias syriaca","L","C",146,2018-10-17,2,16,18,1,0,20,20,0.05
"4736","Asclepias syriaca","L","C",147,2018-10-17,1,16,18,2,1,19,20,0.105263157894737
"4737","Asclepias syriaca","H","C",148,2018-10-17,1,16,18,0,3,17,25,0
"4738","Asclepias syriaca","H","C",149,2018-10-17,0,16,18,0,0,20,25,0
"4739","Asclepias syriaca","H","C",150,2018-10-17,0,16,18,0,0,20,25,0
"4740","Cryptotaenia canadensis","L","C",193,2018-10-17,5,16,18,0,0,20,20,0
"4741","Cryptotaenia canadensis","L","C",194,2018-10-17,4,16,18,0,0,20,20,0
"4742","Cryptotaenia canadensis","L","C",195,2018-10-17,0,16,18,0,0,20,20,0
"4743","Cryptotaenia canadensis","H","C",196,2018-10-17,16,16,18,0,0,19,25,0
"4744","Cryptotaenia canadensis","H","C",197,2018-10-17,17,16,18,0,0,18,25,0
"4745","Cryptotaenia canadensis","H","C",198,2018-10-17,3,16,18,0,1,4,25,0
"4746","Eurbia diviricata","L","C",259,2018-10-17,6,16,18,0,6,12,20,0
"4747","Eurbia diviricata","L","C",260,2018-10-17,5,16,18,1,2,14,20,0.0714285714285714
"4748","Eurbia diviricata","L","C",261,2018-10-17,1,16,18,2,5,10,20,0.2
"4749","Eurbia diviricata","H","C",262,2018-10-17,2,16,18,0,6,12,25,0
"4750","Eurbia diviricata","H","C",263,2018-10-17,5,16,18,1,5,12,25,0.0833333333333333
"4751","Eurbia diviricata","H","C",264,2018-10-17,6,16,18,0,10,7,25,0
"4752","Hesperis matronalis","L","C",313,2018-10-17,0,16,18,0,0,20,20,0
"4753","Hesperis matronalis","L","C",314,2018-10-17,4,16,18,0,0,20,20,0
"4754","Hesperis matronalis","L","C",315,2018-10-17,2,16,18,0,0,20,20,0
"4755","Hesperis matronalis","H","C",316,2018-10-17,0,16,18,0,0,20,25,0
"4756","Hesperis matronalis","H","C",317,2018-10-17,0,16,18,0,0,20,25,0
"4757","Hesperis matronalis","H","C",318,2018-10-17,0,16,18,0,0,20,25,0
"4758","Polygonum virginiatum","L","C",391,2018-10-17,15,16,18,0,2,18,20,0
"4759","Polygonum virginiatum","L","C",392,2018-10-17,10,16,18,1,1,19,20,0.0526315789473684
"4760","Polygonum virginiatum","L","C",393,2018-10-17,12,16,18,0,0,20,20,0
"4761","Polygonum virginiatum","H","C",394,2018-10-17,18,16,18,0,1,18,25,0
"4762","Polygonum virginiatum","H","C",395,2018-10-17,15,16,18,0,0,20,25,0
"4763","Polygonum virginiatum","H","C",396,2018-10-17,19,16,18,1,0,20,25,0.05
"4764","Carex grisea","L","C",435,2018-10-17,20,16,18,0,0,20,20,0
"4765","Carex grisea","L","C",436,2018-10-17,20,16,18,0,0,20,20,0
"4766","Carex grisea","H","C",437,2018-10-17,20,16,18,0,0,20,25,0
"4767","Carex grisea","H","C",438,2018-10-17,20,16,18,0,0,20,25,0
"4768","Silene vulgaris","L","C",478,2018-10-17,3,16,18,0,0,20,20,0
"4769","Silene vulgaris","L","C",479,2018-10-17,1,16,18,0,0,19,20,0
"4770","Silene vulgaris","L","C",480,2018-10-17,0,16,18,0,0,20,20,0
"4771","Silene vulgaris","H","C",481,2018-10-17,1,16,18,0,0,19,25,0
"4772","Silene vulgaris","H","C",482,2018-10-17,1,16,18,0,0,18,25,0
"4773","Silene vulgaris","H","C",483,2018-10-17,2,16,18,1,0,20,25,0.05
"4774","Silene stellata","L","C",532,2018-10-17,14,16,18,0,0,20,20,0
"4775","Silene stellata","L","C",533,2018-10-17,15,16,18,0,0,21,20,0
"4776","Silene stellata","L","C",534,2018-10-17,11,16,18,0,0,18,20,0
"4777","Silene stellata","H","C",535,2018-10-17,14,16,18,0,0,19,25,0
"4778","Silene stellata","H","C",536,2018-10-17,15,16,18,0,0,18,25,0
"4779","Silene stellata","H","C",537,2018-10-17,16,16,18,0,0,18,25,0
"4780","Anemone virginana","L","C",586,2018-10-17,1,16,18,6,0,21,20,0.285714285714286
"4781","Anemone virginana","L","C",587,2018-10-17,0,16,18,5,2,19,20,0.263157894736842
"4782","Anemone virginana","L","C",588,2018-10-17,2,16,18,5,0,21,20,0.238095238095238
"4783","Anemone virginana","H","C",589,2018-10-17,0,16,18,5,0,19,25,0.263157894736842
"4784","Anemone virginana","H","C",590,2018-10-17,0,16,18,5,0,20,25,0.25
"4785","Anemone virginana","H","C",591,2018-10-17,2,16,18,0,2,18,25,0
"4786","Thalictrum dioicum","L","C",640,2018-10-17,4,16,18,1,7,8,20,0.125
"4787","Thalictrum dioicum","L","C",641,2018-10-17,5,16,18,0,5,9,20,0
"4788","Thalictrum dioicum","L","C",642,2018-10-17,7,16,18,1,5,10,20,0.1
"4789","Thalictrum dioicum","H","C",643,2018-10-17,8,16,18,1,3,12,25,0.0833333333333333
"4790","Thalictrum dioicum","H","C",644,2018-10-17,5,16,18,0,5,10,25,0
"4791","Thalictrum dioicum","H","C",645,2018-10-17,9,16,18,0,5,10,25,0
"4792","Impatiens capensis","L","C",684,2018-10-17,2,16,18,0,8,10,20,0
"4793","Impatiens capensis","L","C",685,2018-10-17,2,16,18,0,8,10,20,0
"4794","Impatiens capensis","H","C",686,2018-10-17,1,16,18,0,9,10,25,0
"4795","Impatiens capensis","H","C",687,2018-10-17,1,16,18,0,9,10,25,0
"4796","Phlox cuspidata","H","C",722,2018-10-17,0,16,18,0,0,8,25,0
"4797","Phlox cuspidata","H","C",723,2018-10-17,5,16,18,0,0,12,25,0
"4798","Phlox cuspidata","L","C",720,2018-10-17,1,16,18,0,0,12,20,0
"4799","Phlox cuspidata","L","C",721,2018-10-17,4,16,18,0,0,13,20,0
"4800","Oenethera biennis","L","C",97,2018-10-19,2,18,20,0,5,13,20,0
"4801","Oenethera biennis","L","C",98,2018-10-19,0,18,20,0,6,14,20,0
"4802","Oenethera biennis","L","C",99,2018-10-19,1,18,20,0,2,17,20,0
"4803","Oenethera biennis","H","C",100,2018-10-19,1,18,20,0,0,12,25,0
"4804","Oenethera biennis","H","C",101,2018-10-19,2,18,20,0,0,16,25,0
"4805","Oenethera biennis","H","C",102,2018-10-19,1,18,20,0,3,14,25,0
"4806","Asclepias syriaca","L","C",145,2018-10-19,0,18,20,3,0,21,20,0.142857142857143
"4807","Asclepias syriaca","L","C",146,2018-10-19,2,18,20,0,0,20,20,0
"4808","Asclepias syriaca","L","C",147,2018-10-19,1,18,20,0,1,19,20,0
"4809","Asclepias syriaca","H","C",148,2018-10-19,1,18,20,0,3,17,25,0
"4810","Asclepias syriaca","H","C",149,2018-10-19,0,18,20,0,0,20,25,0
"4811","Asclepias syriaca","H","C",150,2018-10-19,0,18,20,0,0,20,25,0
"4812","Cryptotaenia canadensis","L","C",193,2018-10-19,5,18,20,0,0,20,20,0
"4813","Cryptotaenia canadensis","L","C",194,2018-10-19,4,18,20,0,0,20,20,0
"4814","Cryptotaenia canadensis","L","C",195,2018-10-19,0,18,20,0,0,20,20,0
"4815","Cryptotaenia canadensis","H","C",196,2018-10-19,16,18,20,0,0,19,25,0
"4816","Cryptotaenia canadensis","H","C",197,2018-10-19,17,18,20,0,0,18,25,0
"4817","Cryptotaenia canadensis","H","C",198,2018-10-19,3,18,20,0,1,4,25,0
"4818","Eurbia diviricata","L","C",259,2018-10-19,6,18,20,1,6,12,20,0.0833333333333333
"4819","Eurbia diviricata","L","C",260,2018-10-19,5,18,20,0,2,14,20,0
"4820","Eurbia diviricata","L","C",261,2018-10-19,1,18,20,1,5,10,20,0.1
"4821","Eurbia diviricata","H","C",262,2018-10-19,2,18,20,2,6,12,25,0.166666666666667
"4822","Eurbia diviricata","H","C",263,2018-10-19,5,18,20,1,5,12,25,0.0833333333333333
"4823","Eurbia diviricata","H","C",264,2018-10-19,6,18,20,0,10,7,25,0
"4824","Hesperis matronalis","L","C",313,2018-10-19,0,18,20,0,0,20,20,0
"4825","Hesperis matronalis","L","C",314,2018-10-19,4,18,20,0,0,20,20,0
"4826","Hesperis matronalis","L","C",315,2018-10-19,2,18,20,0,0,20,20,0
"4827","Hesperis matronalis","H","C",316,2018-10-19,0,18,20,0,0,20,25,0
