"","Taxa","INC","COLD","plate_num","date","viable","DAY","END","germination","mold","adj_total","force","germ_perc"
"1754","Impatiens capensis","L","O",83,2018-09-17,0,21,22,0,0,10,20,0
"1755","Impatiens capensis","L","O",84,2018-09-17,0,21,22,0,0,10,20,0
"1756","Oenethera biennis","H","O",1,2018-09-18,5,22,24,0,0,20,25,0
"1757","Oenethera biennis","H","O",2,2018-09-18,3,22,24,0,2,18,25,0
"1758","Oenethera biennis","H","O",3,2018-09-18,1,22,24,0,0,18,25,0
"1759","Oenethera biennis","L","O",4,2018-09-18,3,22,24,0,2,15,20,0
"1760","Oenethera biennis","L","O",5,2018-09-18,8,22,24,0,0,12,20,0
"1761","Oenethera biennis","L","O",6,2018-09-18,2,22,24,0,0,13,20,0
"1762","Cryptotaenia canadensis","H","O",7,2018-09-18,19,22,24,0,0,19,25,0
"1763","Cryptotaenia canadensis","H","O",8,2018-09-18,16,22,24,0,2,16,25,0
"1764","Cryptotaenia canadensis","H","O",9,2018-09-18,14,22,24,0,1,18,25,0
"1765","Cryptotaenia canadensis","L","O",10,2018-09-18,19,22,24,0,0,19,20,0
"1766","Cryptotaenia canadensis","L","O",11,2018-09-18,19,22,24,0,2,19,20,0
"1767","Cryptotaenia canadensis","L","O",12,2018-09-18,18,22,24,0,0,18,20,0
"1768","Hesperis matronalis","H","O",13,2018-09-18,3,22,24,0,0,19,25,0
"1769","Hesperis matronalis","H","O",14,2018-09-18,4,22,24,0,0,19,25,0
"1770","Hesperis matronalis","H","O",15,2018-09-18,4,22,24,0,0,20,25,0
"1771","Hesperis matronalis","L","O",16,2018-09-18,8,22,24,0,0,20,20,0
"1772","Hesperis matronalis","L","O",17,2018-09-18,3,22,24,0,0,20,20,0
"1773","Hesperis matronalis","L","O",18,2018-09-18,4,22,24,0,0,20,20,0
"1774","Polygonum virginiatum","H","O",19,2018-09-18,15,22,24,0,5,15,25,0
"1775","Polygonum virginiatum","H","O",20,2018-09-18,18,22,24,0,0,18,25,0
"1776","Polygonum virginiatum","H","O",21,2018-09-18,19,22,24,0,1,19,25,0
"1777","Polygonum virginiatum","L","O",22,2018-09-18,20,22,24,0,0,20,20,0
"1778","Polygonum virginiatum","L","O",23,2018-09-18,20,22,24,0,0,20,20,0
"1779","Polygonum virginiatum","L","O",24,2018-09-18,18,22,24,0,2,18,20,0
"1780","Asclepias syriaca","H","O",25,2018-09-18,3,22,24,1,1,17,25,0.0588235294117647
"1781","Asclepias syriaca","H","O",26,2018-09-18,15,22,24,1,0,20,25,0.05
"1782","Asclepias syriaca","H","O",27,2018-09-18,3,22,24,0,0,18,25,0
"1783","Asclepias syriaca","L","O",28,2018-09-18,8,22,24,0,0,16,20,0
"1784","Asclepias syriaca","L","O",29,2018-09-18,15,22,24,0,0,21,20,0
"1785","Asclepias syriaca","L","O",30,2018-09-18,11,22,24,1,0,15,20,0.0666666666666667
"1786","Carex grayi","H","O",31,2018-09-18,18,22,24,0,0,20,25,0
"1787","Carex grayi","H","O",32,2018-09-18,19,22,24,1,0,20,25,0.05
"1788","Carex grayi","H","O",33,2018-09-18,18,22,24,0,1,20,25,0
"1789","Carex grayi","L","O",34,2018-09-18,20,22,24,0,0,20,20,0
"1790","Carex grayi","L","O",35,2018-09-18,19,22,24,0,1,20,20,0
"1791","Carex grayi","L","O",36,2018-09-18,20,22,24,0,0,20,20,0
"1792","Carex grisea","H","O",37,2018-09-18,13,22,24,0,0,13,25,0
"1793","Carex grisea","H","O",38,2018-09-18,19,22,24,0,1,19,25,0
"1794","Carex grisea","H","O",39,2018-09-18,20,22,24,0,0,20,25,0
"1795","Carex grisea","L","O",40,2018-09-18,17,22,24,0,0,17,20,0
"1796","Carex grisea","L","O",41,2018-09-18,16,22,24,0,0,16,20,0
"1797","Carex grisea","L","O",42,2018-09-18,17,22,24,0,2,17,20,0
"1798","Phlox cuspidata","H","O",43,2018-09-18,7,22,24,0,0,8,25,0
"1799","Phlox cuspidata","H","O",44,2018-09-18,8,22,24,0,1,8,25,0
"1800","Phlox cuspidata","H","O",45,2018-09-18,8,22,24,0,0,8,25,0
"1801","Phlox cuspidata","L","O",46,2018-09-18,9,22,24,0,0,9,20,0
"1802","Phlox cuspidata","L","O",47,2018-09-18,7,22,24,0,0,9,20,0
"1803","Phlox cuspidata","L","O",48,2018-09-18,8,22,24,0,0,8,20,0
"1804","Silene stellata","H","O",49,2018-09-18,13,22,24,0,0,16,25,0
"1805","Silene stellata","H","O",50,2018-09-18,17,22,24,0,0,19,25,0
"1806","Silene stellata","H","O",51,2018-09-18,17,22,24,0,0,19,25,0
"1807","Silene stellata","L","O",52,2018-09-18,19,22,24,0,0,21,20,0
"1808","Silene stellata","L","O",53,2018-09-18,17,22,24,0,0,19,20,0
"1809","Silene stellata","L","O",54,2018-09-18,16,22,24,1,0,19,20,0.0526315789473684
"1810","Silene vulgaris","H","O",55,2018-09-18,9,22,24,0,0,17,25,0
"1811","Silene vulgaris","H","O",56,2018-09-18,5,22,24,0,0,18,25,0
"1812","Silene vulgaris","H","O",57,2018-09-18,6,22,24,1,0,15,25,0.0666666666666667
"1813","Silene vulgaris","L","O",58,2018-09-18,6,22,24,0,0,20,20,0
"1814","Silene vulgaris","L","O",59,2018-09-18,0,22,24,0,0,20,20,0
"1815","Silene vulgaris","L","O",60,2018-09-18,2,22,24,0,0,20,20,0
"1816","Eurbia diviricata","H","O",61,2018-09-18,7,22,24,1,8,9,25,0.111111111111111
"1817","Eurbia diviricata","H","O",62,2018-09-18,11,22,24,0,5,13,25,0
"1818","Eurbia diviricata","H","O",63,2018-09-18,13,22,24,0,0,13,25,0
"1819","Eurbia diviricata","L","O",64,2018-09-18,13,22,24,0,5,15,20,0
"1820","Eurbia diviricata","L","O",65,2018-09-18,14,22,24,0,2,16,20,0
"1821","Eurbia diviricata","L","O",66,2018-09-18,6,22,24,0,10,6,20,0
"1822","Thalictrum dioicum","H","O",67,2018-09-18,1,22,24,0,9,1,25,0
"1823","Thalictrum dioicum","H","O",68,2018-09-18,4,22,24,0,6,4,25,0
"1824","Thalictrum dioicum","H","O",69,2018-09-18,5,22,24,0,5,5,25,0
"1825","Thalictrum dioicum","L","O",70,2018-09-18,9,22,24,0,1,9,20,0
"1826","Thalictrum dioicum","L","O",71,2018-09-18,6,22,24,0,4,6,20,0
"1827","Thalictrum dioicum","L","O",72,2018-09-18,4,22,24,0,6,4,20,0
"1828","Anemone virginana","H","O",73,2018-09-18,1,22,24,0,0,20,25,0
"1829","Anemone virginana","H","O",74,2018-09-18,2,22,24,0,0,20,25,0
"1830","Anemone virginana","H","O",75,2018-09-18,0,22,24,0,0,17,25,0
"1831","Anemone virginana","L","O",76,2018-09-18,3,22,24,0,0,17,20,0
"1832","Anemone virginana","L","O",77,2018-09-18,3,22,24,0,0,18,20,0
"1833","Anemone virginana","L","O",78,2018-09-18,3,22,24,0,0,15,20,0
"1834","Impatiens capensis","H","O",79,2018-09-18,1,22,24,0,9,10,25,0
"1835","Impatiens capensis","H","O",80,2018-09-18,0,22,24,0,10,10,25,0
"1836","Impatiens capensis","H","O",81,2018-09-18,4,22,24,0,8,10,25,0
"1837","Impatiens capensis","L","O",82,2018-09-18,0,22,24,0,10,10,20,0
"1838","Impatiens capensis","L","O",83,2018-09-18,0,22,24,0,0,10,20,0
"1839","Impatiens capensis","L","O",84,2018-09-18,0,22,24,0,0,10,20,0
"1840","Oenethera biennis","H","O",1,2018-09-20,5,24,25,0,0,20,25,0
"1841","Oenethera biennis","H","O",2,2018-09-20,3,24,25,0,2,18,25,0
"1842","Oenethera biennis","H","O",3,2018-09-20,1,24,25,0,0,18,25,0
"1843","Oenethera biennis","L","O",4,2018-09-20,3,24,25,0,2,15,20,0
"1844","Oenethera biennis","L","O",5,2018-09-20,8,24,25,0,0,12,20,0
"1845","Oenethera biennis","L","O",6,2018-09-20,2,24,25,0,0,13,20,0
"1846","Cryptotaenia canadensis","H","O",7,2018-09-20,19,24,25,0,0,19,25,0
"1847","Cryptotaenia canadensis","H","O",8,2018-09-20,16,24,25,0,2,16,25,0
"1848","Cryptotaenia canadensis","H","O",9,2018-09-20,14,24,25,0,1,18,25,0
"1849","Cryptotaenia canadensis","L","O",10,2018-09-20,19,24,25,0,0,19,20,0
"1850","Cryptotaenia canadensis","L","O",11,2018-09-20,19,24,25,0,2,19,20,0
"1851","Cryptotaenia canadensis","L","O",12,2018-09-20,18,24,25,0,0,18,20,0
"1852","Hesperis matronalis","H","O",13,2018-09-20,3,24,25,0,0,19,25,0
"1853","Hesperis matronalis","H","O",14,2018-09-20,4,24,25,0,0,19,25,0
"1854","Hesperis matronalis","H","O",15,2018-09-20,4,24,25,0,0,20,25,0
"1855","Hesperis matronalis","L","O",16,2018-09-20,8,24,25,0,0,20,20,0
"1856","Hesperis matronalis","L","O",17,2018-09-20,3,24,25,0,0,20,20,0
"1857","Hesperis matronalis","L","O",18,2018-09-20,4,24,25,0,0,20,20,0
"1858","Polygonum virginiatum","H","O",19,2018-09-20,15,24,25,0,5,15,25,0
"1859","Polygonum virginiatum","H","O",20,2018-09-20,18,24,25,0,0,18,25,0
"1860","Polygonum virginiatum","H","O",21,2018-09-20,19,24,25,0,1,19,25,0
"1861","Polygonum virginiatum","L","O",22,2018-09-20,20,24,25,0,0,20,20,0
"1862","Polygonum virginiatum","L","O",23,2018-09-20,20,24,25,0,0,20,20,0
"1863","Polygonum virginiatum","L","O",24,2018-09-20,18,24,25,0,2,18,20,0
"1864","Asclepias syriaca","H","O",25,2018-09-20,3,24,25,0,1,17,25,0
"1865","Asclepias syriaca","H","O",26,2018-09-20,15,24,25,0,0,20,25,0
"1866","Asclepias syriaca","H","O",27,2018-09-20,3,24,25,0,0,18,25,0
"1867","Asclepias syriaca","L","O",28,2018-09-20,8,24,25,0,0,16,20,0
"1868","Asclepias syriaca","L","O",29,2018-09-20,15,24,25,0,0,21,20,0
"1869","Asclepias syriaca","L","O",30,2018-09-20,11,24,25,0,0,15,20,0
"1870","Carex grayi","H","O",31,2018-09-20,18,24,25,0,0,20,25,0
"1871","Carex grayi","H","O",32,2018-09-20,19,24,25,0,0,20,25,0
"1872","Carex grayi","H","O",33,2018-09-20,18,24,25,0,1,20,25,0
"1873","Carex grayi","L","O",34,2018-09-20,20,24,25,0,0,20,20,0
"1874","Carex grayi","L","O",35,2018-09-20,19,24,25,0,1,20,20,0
"1875","Carex grayi","L","O",36,2018-09-20,20,24,25,0,0,20,20,0
"1876","Carex grisea","H","O",37,2018-09-20,13,24,25,0,0,13,25,0
"1877","Carex grisea","H","O",38,2018-09-20,19,24,25,0,1,19,25,0
"1878","Carex grisea","H","O",39,2018-09-20,20,24,25,0,0,20,25,0
"1879","Carex grisea","L","O",40,2018-09-20,17,24,25,0,0,17,20,0
"1880","Carex grisea","L","O",41,2018-09-20,16,24,25,0,0,16,20,0
"1881","Carex grisea","L","O",42,2018-09-20,17,24,25,0,2,17,20,0
"1882","Phlox cuspidata","H","O",43,2018-09-20,7,24,25,0,0,8,25,0
"1883","Phlox cuspidata","H","O",44,2018-09-20,8,24,25,0,1,8,25,0
"1884","Phlox cuspidata","H","O",45,2018-09-20,8,24,25,0,0,8,25,0
"1885","Phlox cuspidata","L","O",46,2018-09-20,9,24,25,0,0,9,20,0
"1886","Phlox cuspidata","L","O",47,2018-09-20,7,24,25,0,0,9,20,0
"1887","Phlox cuspidata","L","O",48,2018-09-20,8,24,25,0,0,8,20,0
"1888","Silene stellata","H","O",49,2018-09-20,13,24,25,0,0,16,25,0
"1889","Silene stellata","H","O",50,2018-09-20,17,24,25,0,0,19,25,0
"1890","Silene stellata","H","O",51,2018-09-20,17,24,25,0,0,19,25,0
"1891","Silene stellata","L","O",52,2018-09-20,19,24,25,0,0,21,20,0
"1892","Silene stellata","L","O",53,2018-09-20,17,24,25,0,0,19,20,0
"1893","Silene stellata","L","O",54,2018-09-20,16,24,25,0,0,19,20,0
"1894","Silene vulgaris","H","O",55,2018-09-20,9,24,25,0,0,17,25,0
"1895","Silene vulgaris","H","O",56,2018-09-20,5,24,25,0,0,18,25,0
"1896","Silene vulgaris","H","O",57,2018-09-20,6,24,25,0,0,15,25,0
"1897","Silene vulgaris","L","O",58,2018-09-20,6,24,25,0,0,20,20,0
"1898","Silene vulgaris","L","O",59,2018-09-20,0,24,25,0,0,20,20,0
"1899","Silene vulgaris","L","O",60,2018-09-20,2,24,25,0,0,20,20,0
"1900","Eurbia diviricata","H","O",61,2018-09-20,7,24,25,0,8,9,25,0
"1901","Eurbia diviricata","H","O",62,2018-09-20,11,24,25,0,5,13,25,0
"1902","Eurbia diviricata","H","O",63,2018-09-20,13,24,25,0,0,13,25,0
"1903","Eurbia diviricata","L","O",64,2018-09-20,13,24,25,0,5,15,20,0
"1904","Eurbia diviricata","L","O",65,2018-09-20,14,24,25,0,2,16,20,0
"1905","Eurbia diviricata","L","O",66,2018-09-20,6,24,25,0,10,6,20,0
"1906","Thalictrum dioicum","H","O",67,2018-09-20,1,24,25,0,9,1,25,0
"1907","Thalictrum dioicum","H","O",68,2018-09-20,4,24,25,0,6,4,25,0
"1908","Thalictrum dioicum","H","O",69,2018-09-20,5,24,25,0,5,5,25,0
"1909","Thalictrum dioicum","L","O",70,2018-09-20,9,24,25,0,1,9,20,0
"1910","Thalictrum dioicum","L","O",71,2018-09-20,6,24,25,0,4,6,20,0
"1911","Thalictrum dioicum","L","O",72,2018-09-20,4,24,25,0,6,4,20,0
"1912","Anemone virginana","H","O",73,2018-09-20,1,24,25,0,0,20,25,0
"1913","Anemone virginana","H","O",74,2018-09-20,2,24,25,0,0,20,25,0
"1914","Anemone virginana","H","O",75,2018-09-20,0,24,25,0,0,17,25,0
"1915","Anemone virginana","L","O",76,2018-09-20,3,24,25,1,0,17,20,0.0588235294117647
"1916","Anemone virginana","L","O",77,2018-09-20,3,24,25,2,0,18,20,0.111111111111111
"1917","Anemone virginana","L","O",78,2018-09-20,3,24,25,0,0,15,20,0
"1918","Impatiens capensis","H","O",79,2018-09-20,1,24,25,0,9,10,25,0
"1919","Impatiens capensis","H","O",80,2018-09-20,0,24,25,0,10,10,25,0
"1920","Impatiens capensis","H","O",81,2018-09-20,4,24,25,0,8,10,25,0
"1921","Impatiens capensis","L","O",82,2018-09-20,0,24,25,0,10,10,20,0
"1922","Impatiens capensis","L","O",83,2018-09-20,0,24,25,0,0,10,20,0
"1923","Impatiens capensis","L","O",84,2018-09-20,0,24,25,0,0,10,20,0
"1924","Oenethera biennis","H","O",1,2018-09-21,5,25,Inf,5,0,20,25,0.25
"1925","Oenethera biennis","H","O",2,2018-09-21,3,25,Inf,3,2,18,25,0.166666666666667
"1926","Oenethera biennis","H","O",3,2018-09-21,1,25,Inf,1,0,18,25,0.0555555555555556
"1927","Oenethera biennis","L","O",4,2018-09-21,3,25,Inf,3,2,15,20,0.2
"1928","Oenethera biennis","L","O",5,2018-09-21,8,25,Inf,8,0,12,20,0.666666666666667
"1929","Oenethera biennis","L","O",6,2018-09-21,2,25,Inf,2,0,13,20,0.153846153846154
"1930","Cryptotaenia canadensis","H","O",7,2018-09-21,19,25,Inf,19,0,19,25,1
"1931","Cryptotaenia canadensis","H","O",8,2018-09-21,16,25,Inf,16,2,16,25,1
"1932","Cryptotaenia canadensis","H","O",9,2018-09-21,14,25,Inf,14,1,18,25,0.777777777777778
"1933","Cryptotaenia canadensis","L","O",10,2018-09-21,19,25,Inf,19,0,19,20,1
"1934","Cryptotaenia canadensis","L","O",11,2018-09-21,19,25,Inf,19,2,19,20,1
"1935","Cryptotaenia canadensis","L","O",12,2018-09-21,18,25,Inf,18,0,18,20,1
"1936","Hesperis matronalis","H","O",13,2018-09-21,3,25,Inf,3,0,19,25,0.157894736842105
"1937","Hesperis matronalis","H","O",14,2018-09-21,4,25,Inf,4,0,19,25,0.210526315789474
"1938","Hesperis matronalis","H","O",15,2018-09-21,4,25,Inf,4,0,20,25,0.2
"1939","Hesperis matronalis","L","O",16,2018-09-21,8,25,Inf,8,0,20,20,0.4
"1940","Hesperis matronalis","L","O",17,2018-09-21,3,25,Inf,3,0,20,20,0.15
"1941","Hesperis matronalis","L","O",18,2018-09-21,4,25,Inf,4,0,20,20,0.2
"1942","Polygonum virginiatum","H","O",19,2018-09-21,15,25,Inf,15,5,15,25,1
"1943","Polygonum virginiatum","H","O",20,2018-09-21,18,25,Inf,18,0,18,25,1
"1944","Polygonum virginiatum","H","O",21,2018-09-21,19,25,Inf,19,1,19,25,1
"1945","Polygonum virginiatum","L","O",22,2018-09-21,20,25,Inf,20,0,20,20,1
"1946","Polygonum virginiatum","L","O",23,2018-09-21,20,25,Inf,20,0,20,20,1
"1947","Polygonum virginiatum","L","O",24,2018-09-21,18,25,Inf,18,2,18,20,1
"1948","Asclepias syriaca","H","O",25,2018-09-21,3,25,Inf,3,1,17,25,0.176470588235294
"1949","Asclepias syriaca","H","O",26,2018-09-21,15,25,Inf,15,0,20,25,0.75
"1950","Asclepias syriaca","H","O",27,2018-09-21,3,25,Inf,3,0,18,25,0.166666666666667
"1951","Asclepias syriaca","L","O",28,2018-09-21,8,25,Inf,8,0,16,20,0.5
"1952","Asclepias syriaca","L","O",29,2018-09-21,15,25,Inf,15,0,21,20,0.714285714285714
"1953","Asclepias syriaca","L","O",30,2018-09-21,11,25,Inf,11,0,15,20,0.733333333333333
"1954","Carex grayi","H","O",31,2018-09-21,18,25,Inf,18,0,20,25,0.9
"1955","Carex grayi","H","O",32,2018-09-21,19,25,Inf,19,0,20,25,0.95
"1956","Carex grayi","H","O",33,2018-09-21,18,25,Inf,18,1,20,25,0.9
"1957","Carex grayi","L","O",34,2018-09-21,20,25,Inf,20,0,20,20,1
"1958","Carex grayi","L","O",35,2018-09-21,19,25,Inf,19,1,20,20,0.95
"1959","Carex grayi","L","O",36,2018-09-21,20,25,Inf,20,0,20,20,1
"1960","Carex grisea","H","O",37,2018-09-21,13,25,Inf,13,0,13,25,1
"1961","Carex grisea","H","O",38,2018-09-21,19,25,Inf,19,1,19,25,1
"1962","Carex grisea","H","O",39,2018-09-21,20,25,Inf,20,0,20,25,1
"1963","Carex grisea","L","O",40,2018-09-21,17,25,Inf,17,0,17,20,1
"1964","Carex grisea","L","O",41,2018-09-21,16,25,Inf,16,0,16,20,1
"1965","Carex grisea","L","O",42,2018-09-21,17,25,Inf,17,2,17,20,1
"1966","Phlox cuspidata","H","O",43,2018-09-21,7,25,Inf,7,0,8,25,0.875
"1967","Phlox cuspidata","H","O",44,2018-09-21,8,25,Inf,8,1,8,25,1
"1968","Phlox cuspidata","H","O",45,2018-09-21,8,25,Inf,8,0,8,25,1
"1969","Phlox cuspidata","L","O",46,2018-09-21,9,25,Inf,9,0,9,20,1
"1970","Phlox cuspidata","L","O",47,2018-09-21,7,25,Inf,7,0,9,20,0.777777777777778
"1971","Phlox cuspidata","L","O",48,2018-09-21,8,25,Inf,8,0,8,20,1
"1972","Silene stellata","H","O",49,2018-09-21,13,25,Inf,13,0,16,25,0.8125
"1973","Silene stellata","H","O",50,2018-09-21,17,25,Inf,17,0,19,25,0.894736842105263
"1974","Silene stellata","H","O",51,2018-09-21,17,25,Inf,17,0,19,25,0.894736842105263
"1975","Silene stellata","L","O",52,2018-09-21,19,25,Inf,19,0,21,20,0.904761904761905
"1976","Silene stellata","L","O",53,2018-09-21,17,25,Inf,17,0,19,20,0.894736842105263
"1977","Silene stellata","L","O",54,2018-09-21,16,25,Inf,16,0,19,20,0.842105263157895
"1978","Silene vulgaris","H","O",55,2018-09-21,9,25,Inf,9,0,17,25,0.529411764705882
"1979","Silene vulgaris","H","O",56,2018-09-21,5,25,Inf,5,0,18,25,0.277777777777778
"1980","Silene vulgaris","H","O",57,2018-09-21,6,25,Inf,6,0,15,25,0.4
"1981","Silene vulgaris","L","O",58,2018-09-21,6,25,Inf,6,0,20,20,0.3
"1982","Silene vulgaris","L","O",59,2018-09-21,0,25,Inf,0,0,20,20,0
"1983","Silene vulgaris","L","O",60,2018-09-21,2,25,Inf,2,0,20,20,0.1
"1984","Eurbia diviricata","H","O",61,2018-09-21,7,25,Inf,7,8,9,25,0.777777777777778
"1985","Eurbia diviricata","H","O",62,2018-09-21,11,25,Inf,11,5,13,25,0.846153846153846
"1986","Eurbia diviricata","H","O",63,2018-09-21,13,25,Inf,13,0,13,25,1
"1987","Eurbia diviricata","L","O",64,2018-09-21,13,25,Inf,13,5,15,20,0.866666666666667
"1988","Eurbia diviricata","L","O",65,2018-09-21,14,25,Inf,14,2,16,20,0.875
"1989","Eurbia diviricata","L","O",66,2018-09-21,6,25,Inf,6,10,6,20,1
"1990","Thalictrum dioicum","H","O",67,2018-09-21,1,25,Inf,1,9,1,25,1
"1991","Thalictrum dioicum","H","O",68,2018-09-21,4,25,Inf,4,6,4,25,1
"1992","Thalictrum dioicum","H","O",69,2018-09-21,5,25,Inf,5,5,5,25,1
"1993","Thalictrum dioicum","L","O",70,2018-09-21,9,25,Inf,9,1,9,20,1
"1994","Thalictrum dioicum","L","O",71,2018-09-21,6,25,Inf,6,4,6,20,1
"1995","Thalictrum dioicum","L","O",72,2018-09-21,4,25,Inf,4,6,4,20,1
"1996","Anemone virginana","H","O",73,2018-09-21,1,25,Inf,1,0,20,25,0.05
"1997","Anemone virginana","H","O",74,2018-09-21,2,25,Inf,2,0,20,25,0.1
"1998","Anemone virginana","H","O",75,2018-09-21,0,25,Inf,0,0,17,25,0
"1999","Anemone virginana","L","O",76,2018-09-21,3,25,Inf,3,0,17,20,0.176470588235294
"2000","Anemone virginana","L","O",77,2018-09-21,3,25,Inf,3,0,18,20,0.166666666666667
"2001","Anemone virginana","L","O",78,2018-09-21,3,25,Inf,3,0,15,20,0.2
"2002","Impatiens capensis","H","O",79,2018-09-21,1,25,Inf,1,9,10,25,0.1
"2003","Impatiens capensis","H","O",80,2018-09-21,0,25,Inf,0,10,10,25,0
"2004","Impatiens capensis","H","O",81,2018-09-21,4,25,Inf,4,8,10,25,0.4
"2005","Impatiens capensis","L","O",82,2018-09-21,0,25,Inf,0,10,10,20,0
"2006","Impatiens capensis","L","O",83,2018-09-21,0,25,Inf,0,0,10,20,0
"2007","Impatiens capensis","L","O",84,2018-09-21,0,25,Inf,0,0,10,20,0
"2008","Oenethera biennis","L","A",85,2018-09-10,1,0,2,0,0,20,20,0
"2009","Oenethera biennis","L","A",86,2018-09-10,3,0,2,0,0,13,20,0
"2010","Oenethera biennis","H","A",87,2018-09-10,2,0,2,3,0,16,25,0.1875
"2011","Oenethera biennis","H","A",88,2018-09-10,5,0,2,2,0,13,25,0.153846153846154
"2012","Oenethera biennis","H","A",89,2018-09-10,2,0,2,4,0,15,25,0.266666666666667
"2013","Oenethera biennis","L","A",90,2018-09-10,1,0,2,0,0,14,20,0
"2014","Asclepias syriaca","L","A",133,2018-09-10,3,0,2,0,0,20,20,0
"2015","Asclepias syriaca","L","A",134,2018-09-10,6,0,2,0,0,20,20,0
"2016","Asclepias syriaca","L","A",135,2018-09-10,2,0,2,0,0,22,20,0
"2017","Asclepias syriaca","H","A",136,2018-09-10,2,0,2,0,0,19,25,0
"2018","Asclepias syriaca","H","A",137,2018-09-10,2,0,2,0,0,20,25,0
"2019","Asclepias syriaca","H","A",138,2018-09-10,1,0,2,0,3,17,25,0
"2020","Cryptotaenia canadensis","L","A",181,2018-09-10,16,0,2,0,0,20,20,0
"2021","Cryptotaenia canadensis","L","A",182,2018-09-10,16,0,2,0,0,16,20,0
"2022","Cryptotaenia canadensis","L","A",183,2018-09-10,11,0,2,0,0,19,20,0
"2023","Cryptotaenia canadensis","H","A",184,2018-09-10,19,0,2,0,0,19,25,0
"2024","Cryptotaenia canadensis","H","A",185,2018-09-10,19,0,2,0,0,20,25,0
"2025","Cryptotaenia canadensis","H","A",186,2018-09-10,18,0,2,0,0,19,25,0
"2026","Eurbia diviricata","L","A",247,2018-09-10,12,0,2,0,0,17,20,0
"2027","Eurbia diviricata","L","A",248,2018-09-10,10,0,2,0,0,12,20,0
"2028","Eurbia diviricata","L","A",249,2018-09-10,8,0,2,0,5,9,20,0
"2029","Eurbia diviricata","H","A",250,2018-09-10,7,0,2,0,2,13,25,0
"2030","Eurbia diviricata","H","A",251,2018-09-10,11,0,2,0,0,13,25,0
"2031","Eurbia diviricata","H","A",252,2018-09-10,9,0,2,0,0,12,25,0
"2032","Hesperis matronalis","L","A",301,2018-09-10,4,0,2,9,0,19,20,0.473684210526316
"2033","Hesperis matronalis","L","A",302,2018-09-10,2,0,2,16,0,21,20,0.761904761904762
"2034","Hesperis matronalis","L","A",303,2018-09-10,2,0,2,14,0,17,20,0.823529411764706
"2035","Hesperis matronalis","H","A",304,2018-09-10,0,0,2,15,0,20,25,0.75
"2036","Hesperis matronalis","H","A",305,2018-09-10,0,0,2,18,0,20,25,0.9
"2037","Hesperis matronalis","H","A",306,2018-09-10,0,0,2,18,0,20,25,0.9
"2038","Polygonum virginiatum","L","A",379,2018-09-10,20,0,2,0,0,20,20,0
"2039","Polygonum virginiatum","L","A",380,2018-09-10,20,0,2,0,0,20,20,0
"2040","Polygonum virginiatum","L","A",381,2018-09-10,20,0,2,0,0,20,20,0
"2041","Polygonum virginiatum","H","A",382,2018-09-10,19,0,2,0,1,19,25,0
"2042","Polygonum virginiatum","H","A",383,2018-09-10,19,0,2,0,1,19,25,0
"2043","Polygonum virginiatum","H","A",384,2018-09-10,16,0,2,0,4,16,25,0
"2044","Carex grisea","L","A",427,2018-09-10,20,0,2,0,0,20,20,0
"2045","Carex grisea","L","A",428,2018-09-10,20,0,2,0,0,20,20,0
"2046","Carex grisea","H","A",429,2018-09-10,18,0,2,0,1,19,25,0
"2047","Carex grisea","H","A",430,2018-09-10,18,0,2,0,1,19,25,0
"2048","Silene vulgaris","L","A",466,2018-09-10,2,0,2,2,0,18,20,0.111111111111111
"2049","Silene vulgaris","L","A",467,2018-09-10,9,0,2,1,0,20,20,0.05
"2050","Silene vulgaris","L","A",468,2018-09-10,4,0,2,0,0,20,20,0
"2051","Silene vulgaris","H","A",469,2018-09-10,6,0,2,4,0,18,25,0.222222222222222
"2052","Silene vulgaris","H","A",470,2018-09-10,4,0,2,0,0,17,25,0
"2053","Silene vulgaris","H","A",471,2018-09-10,3,0,2,1,0,18,25,0.0555555555555556
"2054","Silene stellata","L","A",520,2018-09-10,19,0,2,0,0,22,20,0
"2055","Silene stellata","L","A",521,2018-09-10,17,0,2,0,0,21,20,0
"2056","Silene stellata","L","A",522,2018-09-10,16,0,2,0,0,20,20,0
"2057","Silene stellata","H","A",523,2018-09-10,18,0,2,1,0,20,25,0.05
"2058","Silene stellata","H","A",524,2018-09-10,18,0,2,1,0,19,25,0.0526315789473684
"2059","Silene stellata","H","A",525,2018-09-10,19,0,2,0,0,21,25,0
"2060","Anemone virginana","L","A",574,2018-09-10,6,0,2,0,1,18,20,0
"2061","Anemone virginana","L","A",575,2018-09-10,5,0,2,0,0,21,20,0
"2062","Anemone virginana","L","A",576,2018-09-10,5,0,2,0,0,20,20,0
"2063","Anemone virginana","H","A",577,2018-09-10,3,0,2,0,1,19,25,0
"2064","Anemone virginana","H","A",578,2018-09-10,2,0,2,0,0,20,25,0
"2065","Anemone virginana","H","A",579,2018-09-10,2,0,2,0,0,19,25,0
"2066","Thalictrum dioicum","L","A",628,2018-09-10,9,0,2,0,6,9,20,0
"2067","Thalictrum dioicum","L","A",629,2018-09-10,8,0,2,0,0,11,20,0
"2068","Thalictrum dioicum","L","A",630,2018-09-10,7,0,2,0,0,13,20,0
"2069","Thalictrum dioicum","H","A",631,2018-09-10,13,0,2,0,2,13,25,0
"2070","Thalictrum dioicum","H","A",632,2018-09-10,8,0,2,0,5,9,25,0
