"","Taxa","INC","COLD","plate_num","date","DAY","germinated","chill_time","warmT"
"364","Hesperis matronalis","H","E",326,"2018-11-09",25,0,49,25
"364.1","Hesperis matronalis","H","E",326,"2018-11-09",25,0,49,25
"369","Polygonum virginiatum","H","E",403,"2018-11-09",25,0,49,25
"369.1","Polygonum virginiatum","H","E",403,"2018-11-09",25,0,49,25
"369.2","Polygonum virginiatum","H","E",403,"2018-11-09",25,0,49,25
"369.3","Polygonum virginiatum","H","E",403,"2018-11-09",25,0,49,25
"369.4","Polygonum virginiatum","H","E",403,"2018-11-09",25,0,49,25
"369.5","Polygonum virginiatum","H","E",403,"2018-11-09",25,0,49,25
"369.6","Polygonum virginiatum","H","E",403,"2018-11-09",25,0,49,25
"369.7","Polygonum virginiatum","H","E",403,"2018-11-09",25,0,49,25
"369.8","Polygonum virginiatum","H","E",403,"2018-11-09",25,0,49,25
"370","Polygonum virginiatum","H","E",404,"2018-11-09",25,0,49,25
"370.1","Polygonum virginiatum","H","E",404,"2018-11-09",25,0,49,25
"370.2","Polygonum virginiatum","H","E",404,"2018-11-09",25,0,49,25
"370.3","Polygonum virginiatum","H","E",404,"2018-11-09",25,0,49,25
"370.4","Polygonum virginiatum","H","E",404,"2018-11-09",25,0,49,25
"371","Polygonum virginiatum","H","E",405,"2018-11-09",25,0,49,25
"371.1","Polygonum virginiatum","H","E",405,"2018-11-09",25,0,49,25
"371.2","Polygonum virginiatum","H","E",405,"2018-11-09",25,0,49,25
"372","Polygonum virginiatum","L","E",406,"2018-11-09",25,0,49,20
"372.1","Polygonum virginiatum","L","E",406,"2018-11-09",25,0,49,20
"372.2","Polygonum virginiatum","L","E",406,"2018-11-09",25,0,49,20
"373","Polygonum virginiatum","L","E",407,"2018-11-09",25,0,49,20
"373.1","Polygonum virginiatum","L","E",407,"2018-11-09",25,0,49,20
"374","Polygonum virginiatum","L","E",408,"2018-11-09",25,0,49,20
"374.1","Polygonum virginiatum","L","E",408,"2018-11-09",25,0,49,20
"374.2","Polygonum virginiatum","L","E",408,"2018-11-09",25,0,49,20
"375","Carex grisea","H","E",443,"2018-11-09",25,0,49,25
"375.1","Carex grisea","H","E",443,"2018-11-09",25,0,49,25
"375.2","Carex grisea","H","E",443,"2018-11-09",25,0,49,25
"375.3","Carex grisea","H","E",443,"2018-11-09",25,0,49,25
"375.4","Carex grisea","H","E",443,"2018-11-09",25,0,49,25
"375.5","Carex grisea","H","E",443,"2018-11-09",25,0,49,25
"375.6","Carex grisea","H","E",443,"2018-11-09",25,0,49,25
"375.7","Carex grisea","H","E",443,"2018-11-09",25,0,49,25
"375.8","Carex grisea","H","E",443,"2018-11-09",25,0,49,25
"375.9","Carex grisea","H","E",443,"2018-11-09",25,0,49,25
"375.10","Carex grisea","H","E",443,"2018-11-09",25,0,49,25
"375.11","Carex grisea","H","E",443,"2018-11-09",25,0,49,25
"375.12","Carex grisea","H","E",443,"2018-11-09",25,0,49,25
"375.13","Carex grisea","H","E",443,"2018-11-09",25,0,49,25
"375.14","Carex grisea","H","E",443,"2018-11-09",25,0,49,25
"375.15","Carex grisea","H","E",443,"2018-11-09",25,0,49,25
"375.16","Carex grisea","H","E",443,"2018-11-09",25,0,49,25
"375.17","Carex grisea","H","E",443,"2018-11-09",25,0,49,25
"375.18","Carex grisea","H","E",443,"2018-11-09",25,0,49,25
"375.19","Carex grisea","H","E",443,"2018-11-09",25,0,49,25
"376","Carex grisea","H","E",444,"2018-11-09",25,0,49,25
"376.1","Carex grisea","H","E",444,"2018-11-09",25,0,49,25
"376.2","Carex grisea","H","E",444,"2018-11-09",25,0,49,25
"376.3","Carex grisea","H","E",444,"2018-11-09",25,0,49,25
"376.4","Carex grisea","H","E",444,"2018-11-09",25,0,49,25
"376.5","Carex grisea","H","E",444,"2018-11-09",25,0,49,25
"376.6","Carex grisea","H","E",444,"2018-11-09",25,0,49,25
"376.7","Carex grisea","H","E",444,"2018-11-09",25,0,49,25
"376.8","Carex grisea","H","E",444,"2018-11-09",25,0,49,25
"376.9","Carex grisea","H","E",444,"2018-11-09",25,0,49,25
"376.10","Carex grisea","H","E",444,"2018-11-09",25,0,49,25
"376.11","Carex grisea","H","E",444,"2018-11-09",25,0,49,25
"376.12","Carex grisea","H","E",444,"2018-11-09",25,0,49,25
"376.13","Carex grisea","H","E",444,"2018-11-09",25,0,49,25
"376.14","Carex grisea","H","E",444,"2018-11-09",25,0,49,25
"376.15","Carex grisea","H","E",444,"2018-11-09",25,0,49,25
"376.16","Carex grisea","H","E",444,"2018-11-09",25,0,49,25
"376.17","Carex grisea","H","E",444,"2018-11-09",25,0,49,25
"376.18","Carex grisea","H","E",444,"2018-11-09",25,0,49,25
"376.19","Carex grisea","H","E",444,"2018-11-09",25,0,49,25
"377","Carex grisea","L","E",445,"2018-11-09",25,0,49,20
"377.1","Carex grisea","L","E",445,"2018-11-09",25,0,49,20
"377.2","Carex grisea","L","E",445,"2018-11-09",25,0,49,20
"377.3","Carex grisea","L","E",445,"2018-11-09",25,0,49,20
"377.4","Carex grisea","L","E",445,"2018-11-09",25,0,49,20
"377.5","Carex grisea","L","E",445,"2018-11-09",25,0,49,20
"377.6","Carex grisea","L","E",445,"2018-11-09",25,0,49,20
"377.7","Carex grisea","L","E",445,"2018-11-09",25,0,49,20
"377.8","Carex grisea","L","E",445,"2018-11-09",25,0,49,20
"377.9","Carex grisea","L","E",445,"2018-11-09",25,0,49,20
"377.10","Carex grisea","L","E",445,"2018-11-09",25,0,49,20
"377.11","Carex grisea","L","E",445,"2018-11-09",25,0,49,20
"377.12","Carex grisea","L","E",445,"2018-11-09",25,0,49,20
"377.13","Carex grisea","L","E",445,"2018-11-09",25,0,49,20
"377.14","Carex grisea","L","E",445,"2018-11-09",25,0,49,20
"377.15","Carex grisea","L","E",445,"2018-11-09",25,0,49,20
"377.16","Carex grisea","L","E",445,"2018-11-09",25,0,49,20
"377.17","Carex grisea","L","E",445,"2018-11-09",25,0,49,20
"377.18","Carex grisea","L","E",445,"2018-11-09",25,0,49,20
"377.19","Carex grisea","L","E",445,"2018-11-09",25,0,49,20
"378","Carex grisea","L","E",446,"2018-11-09",25,0,49,20
"378.1","Carex grisea","L","E",446,"2018-11-09",25,0,49,20
"378.2","Carex grisea","L","E",446,"2018-11-09",25,0,49,20
"378.3","Carex grisea","L","E",446,"2018-11-09",25,0,49,20
"378.4","Carex grisea","L","E",446,"2018-11-09",25,0,49,20
"378.5","Carex grisea","L","E",446,"2018-11-09",25,0,49,20
"378.6","Carex grisea","L","E",446,"2018-11-09",25,0,49,20
"378.7","Carex grisea","L","E",446,"2018-11-09",25,0,49,20
"378.8","Carex grisea","L","E",446,"2018-11-09",25,0,49,20
"378.9","Carex grisea","L","E",446,"2018-11-09",25,0,49,20
"378.10","Carex grisea","L","E",446,"2018-11-09",25,0,49,20
"378.11","Carex grisea","L","E",446,"2018-11-09",25,0,49,20
"378.12","Carex grisea","L","E",446,"2018-11-09",25,0,49,20
"378.13","Carex grisea","L","E",446,"2018-11-09",25,0,49,20
"378.14","Carex grisea","L","E",446,"2018-11-09",25,0,49,20
"378.15","Carex grisea","L","E",446,"2018-11-09",25,0,49,20
"378.16","Carex grisea","L","E",446,"2018-11-09",25,0,49,20
"380","Silene vulgaris","H","E",492,"2018-11-09",25,0,49,25
"380.1","Silene vulgaris","H","E",492,"2018-11-09",25,0,49,25
"380.2","Silene vulgaris","H","E",492,"2018-11-09",25,0,49,25
"380.3","Silene vulgaris","H","E",492,"2018-11-09",25,0,49,25
"384","Silene stellata","H","E",544,"2018-11-09",25,0,49,25
"384.1","Silene stellata","H","E",544,"2018-11-09",25,0,49,25
"384.2","Silene stellata","H","E",544,"2018-11-09",25,0,49,25
"384.3","Silene stellata","H","E",544,"2018-11-09",25,0,49,25
"384.4","Silene stellata","H","E",544,"2018-11-09",25,0,49,25
"384.5","Silene stellata","H","E",544,"2018-11-09",25,0,49,25
"384.6","Silene stellata","H","E",544,"2018-11-09",25,0,49,25
"384.7","Silene stellata","H","E",544,"2018-11-09",25,0,49,25
"384.8","Silene stellata","H","E",544,"2018-11-09",25,0,49,25
"384.9","Silene stellata","H","E",544,"2018-11-09",25,0,49,25
"384.10","Silene stellata","H","E",544,"2018-11-09",25,0,49,25
"384.11","Silene stellata","H","E",544,"2018-11-09",25,0,49,25
"384.12","Silene stellata","H","E",544,"2018-11-09",25,0,49,25
"384.13","Silene stellata","H","E",544,"2018-11-09",25,0,49,25
"384.14","Silene stellata","H","E",544,"2018-11-09",25,0,49,25
"384.15","Silene stellata","H","E",544,"2018-11-09",25,0,49,25
"384.16","Silene stellata","H","E",544,"2018-11-09",25,0,49,25
"384.17","Silene stellata","H","E",544,"2018-11-09",25,0,49,25
"384.18","Silene stellata","H","E",544,"2018-11-09",25,0,49,25
"3851","Silene stellata","H","E",545,"2018-11-09",25,0,49,25
"385.1","Silene stellata","H","E",545,"2018-11-09",25,0,49,25
"385.2","Silene stellata","H","E",545,"2018-11-09",25,0,49,25
"385.3","Silene stellata","H","E",545,"2018-11-09",25,0,49,25
"385.4","Silene stellata","H","E",545,"2018-11-09",25,0,49,25
"385.5","Silene stellata","H","E",545,"2018-11-09",25,0,49,25
"385.6","Silene stellata","H","E",545,"2018-11-09",25,0,49,25
"385.7","Silene stellata","H","E",545,"2018-11-09",25,0,49,25
"385.8","Silene stellata","H","E",545,"2018-11-09",25,0,49,25
"385.9","Silene stellata","H","E",545,"2018-11-09",25,0,49,25
"385.10","Silene stellata","H","E",545,"2018-11-09",25,0,49,25
"385.11","Silene stellata","H","E",545,"2018-11-09",25,0,49,25
"385.12","Silene stellata","H","E",545,"2018-11-09",25,0,49,25
"385.13","Silene stellata","H","E",545,"2018-11-09",25,0,49,25
"385.14","Silene stellata","H","E",545,"2018-11-09",25,0,49,25
"385.15","Silene stellata","H","E",545,"2018-11-09",25,0,49,25
"385.16","Silene stellata","H","E",545,"2018-11-09",25,0,49,25
"385.17","Silene stellata","H","E",545,"2018-11-09",25,0,49,25
"386","Silene stellata","H","E",546,"2018-11-09",25,0,49,25
"386.1","Silene stellata","H","E",546,"2018-11-09",25,0,49,25
"386.2","Silene stellata","H","E",546,"2018-11-09",25,0,49,25
"386.3","Silene stellata","H","E",546,"2018-11-09",25,0,49,25
"386.4","Silene stellata","H","E",546,"2018-11-09",25,0,49,25
"386.5","Silene stellata","H","E",546,"2018-11-09",25,0,49,25
"386.6","Silene stellata","H","E",546,"2018-11-09",25,0,49,25
"386.7","Silene stellata","H","E",546,"2018-11-09",25,0,49,25
"386.8","Silene stellata","H","E",546,"2018-11-09",25,0,49,25
"386.9","Silene stellata","H","E",546,"2018-11-09",25,0,49,25
"386.10","Silene stellata","H","E",546,"2018-11-09",25,0,49,25
"386.11","Silene stellata","H","E",546,"2018-11-09",25,0,49,25
"386.12","Silene stellata","H","E",546,"2018-11-09",25,0,49,25
"386.13","Silene stellata","H","E",546,"2018-11-09",25,0,49,25
"386.14","Silene stellata","H","E",546,"2018-11-09",25,0,49,25
"386.15","Silene stellata","H","E",546,"2018-11-09",25,0,49,25
"386.16","Silene stellata","H","E",546,"2018-11-09",25,0,49,25
"386.17","Silene stellata","H","E",546,"2018-11-09",25,0,49,25
"386.18","Silene stellata","H","E",546,"2018-11-09",25,0,49,25
"387","Silene stellata","L","E",547,"2018-11-09",25,0,49,20
"387.1","Silene stellata","L","E",547,"2018-11-09",25,0,49,20
"387.2","Silene stellata","L","E",547,"2018-11-09",25,0,49,20
"387.3","Silene stellata","L","E",547,"2018-11-09",25,0,49,20
"387.4","Silene stellata","L","E",547,"2018-11-09",25,0,49,20
"387.5","Silene stellata","L","E",547,"2018-11-09",25,0,49,20
"387.6","Silene stellata","L","E",547,"2018-11-09",25,0,49,20
"387.7","Silene stellata","L","E",547,"2018-11-09",25,0,49,20
"387.8","Silene stellata","L","E",547,"2018-11-09",25,0,49,20
"387.9","Silene stellata","L","E",547,"2018-11-09",25,0,49,20
"387.10","Silene stellata","L","E",547,"2018-11-09",25,0,49,20
"387.11","Silene stellata","L","E",547,"2018-11-09",25,0,49,20
"387.12","Silene stellata","L","E",547,"2018-11-09",25,0,49,20
"387.13","Silene stellata","L","E",547,"2018-11-09",25,0,49,20
"388","Silene stellata","L","E",548,"2018-11-09",25,0,49,20
"388.1","Silene stellata","L","E",548,"2018-11-09",25,0,49,20
"388.2","Silene stellata","L","E",548,"2018-11-09",25,0,49,20
"388.3","Silene stellata","L","E",548,"2018-11-09",25,0,49,20
"388.4","Silene stellata","L","E",548,"2018-11-09",25,0,49,20
"388.5","Silene stellata","L","E",548,"2018-11-09",25,0,49,20
"389","Silene stellata","L","E",549,"2018-11-09",25,0,49,20
"389.1","Silene stellata","L","E",549,"2018-11-09",25,0,49,20
"389.2","Silene stellata","L","E",549,"2018-11-09",25,0,49,20
"389.3","Silene stellata","L","E",549,"2018-11-09",25,0,49,20
"389.4","Silene stellata","L","E",549,"2018-11-09",25,0,49,20
"389.5","Silene stellata","L","E",549,"2018-11-09",25,0,49,20
"389.6","Silene stellata","L","E",549,"2018-11-09",25,0,49,20
"389.7","Silene stellata","L","E",549,"2018-11-09",25,0,49,20
"389.8","Silene stellata","L","E",549,"2018-11-09",25,0,49,20
"389.9","Silene stellata","L","E",549,"2018-11-09",25,0,49,20
"391","Anemone virginana","H","E",599,"2018-11-09",25,0,49,25
"391.1","Anemone virginana","H","E",599,"2018-11-09",25,0,49,25
"391.2","Anemone virginana","H","E",599,"2018-11-09",25,0,49,25
"396","Thalictrum dioicum","H","E",652,"2018-11-09",25,0,49,25
"396.1","Thalictrum dioicum","H","E",652,"2018-11-09",25,0,49,25
"396.2","Thalictrum dioicum","H","E",652,"2018-11-09",25,0,49,25
"397","Thalictrum dioicum","H","E",653,"2018-11-09",25,0,49,25
"397.1","Thalictrum dioicum","H","E",653,"2018-11-09",25,0,49,25
"397.2","Thalictrum dioicum","H","E",653,"2018-11-09",25,0,49,25
"397.3","Thalictrum dioicum","H","E",653,"2018-11-09",25,0,49,25
"397.4","Thalictrum dioicum","H","E",653,"2018-11-09",25,0,49,25
"397.5","Thalictrum dioicum","H","E",653,"2018-11-09",25,0,49,25
"398","Thalictrum dioicum","L","E",655,"2018-11-09",25,0,49,20
"398.1","Thalictrum dioicum","L","E",655,"2018-11-09",25,0,49,20
"398.2","Thalictrum dioicum","L","E",655,"2018-11-09",25,0,49,20
"398.3","Thalictrum dioicum","L","E",655,"2018-11-09",25,0,49,20
"399","Thalictrum dioicum","L","E",656,"2018-11-09",25,0,49,20
"399.1","Thalictrum dioicum","L","E",656,"2018-11-09",25,0,49,20
"399.2","Thalictrum dioicum","L","E",656,"2018-11-09",25,0,49,20
"399.3","Thalictrum dioicum","L","E",656,"2018-11-09",25,0,49,20
"399.4","Thalictrum dioicum","L","E",656,"2018-11-09",25,0,49,20
"399.5","Thalictrum dioicum","L","E",656,"2018-11-09",25,0,49,20
"400","Thalictrum dioicum","L","E",657,"2018-11-09",25,0,49,20
"400.1","Thalictrum dioicum","L","E",657,"2018-11-09",25,0,49,20
"400.2","Thalictrum dioicum","L","E",657,"2018-11-09",25,0,49,20
"400.3","Thalictrum dioicum","L","E",657,"2018-11-09",25,0,49,20
"400.4","Thalictrum dioicum","L","E",657,"2018-11-09",25,0,49,20
"401","Impatiens capensis","H","E",692,"2018-11-09",25,0,49,25
"401.1","Impatiens capensis","H","E",692,"2018-11-09",25,0,49,25
"401.2","Impatiens capensis","H","E",692,"2018-11-09",25,0,49,25
"402","Impatiens capensis","H","E",693,"2018-11-09",25,0,49,25
"403","Impatiens capensis","L","E",694,"2018-11-09",25,0,49,20
"403.1","Impatiens capensis","L","E",694,"2018-11-09",25,0,49,20
"404","Impatiens capensis","L","E",695,"2018-11-09",25,0,49,20
"405","Phlox cuspidata","H","E",728,"2018-11-09",25,0,49,25
"405.1","Phlox cuspidata","H","E",728,"2018-11-09",25,0,49,25
"405.2","Phlox cuspidata","H","E",728,"2018-11-09",25,0,49,25
"405.3","Phlox cuspidata","H","E",728,"2018-11-09",25,0,49,25
"406","Phlox cuspidata","H","E",729,"2018-11-09",25,0,49,25
"406.1","Phlox cuspidata","H","E",729,"2018-11-09",25,0,49,25
"406.2","Phlox cuspidata","H","E",729,"2018-11-09",25,0,49,25
"407","Phlox cuspidata","L","E",730,"2018-11-09",25,0,49,20
"407.1","Phlox cuspidata","L","E",730,"2018-11-09",25,0,49,20
"407.2","Phlox cuspidata","L","E",730,"2018-11-09",25,0,49,20
"407.3","Phlox cuspidata","L","E",730,"2018-11-09",25,0,49,20
"407.4","Phlox cuspidata","L","E",730,"2018-11-09",25,0,49,20
"407.5","Phlox cuspidata","L","E",730,"2018-11-09",25,0,49,20
"408","Phlox cuspidata","L","E",731,"2018-11-09",25,0,49,20
"408.1","Phlox cuspidata","L","E",731,"2018-11-09",25,0,49,20
"408.2","Phlox cuspidata","L","E",731,"2018-11-09",25,0,49,20
"408.3","Phlox cuspidata","L","E",731,"2018-11-09",25,0,49,20
"409","Oenethera biennis","H","f",115,"2018-11-16",25,0,56,25
"409.1","Oenethera biennis","H","f",115,"2018-11-16",25,0,56,25
"409.2","Oenethera biennis","H","f",115,"2018-11-16",25,0,56,25
"410","Oenethera biennis","H","f",116,"2018-11-16",25,0,56,25
"410.1","Oenethera biennis","H","f",116,"2018-11-16",25,0,56,25
"410.2","Oenethera biennis","H","f",116,"2018-11-16",25,0,56,25
"413","Oenethera biennis","L","f",119,"2018-11-16",25,0,56,20
"414","Oenethera biennis","L","f",120,"2018-11-16",25,0,56,20
"419","Asclepias syriaca","L","f",167,"2018-11-16",25,0,56,20
"419.1","Asclepias syriaca","L","f",167,"2018-11-16",25,0,56,20
"420","Asclepias syriaca","L","f",168,"2018-11-16",25,0,56,20
"4211","Cryptotaenia canadensis","H","f",211,"2018-11-16",25,0,56,25
"421.11","Cryptotaenia canadensis","H","f",211,"2018-11-16",25,0,56,25
"421.21","Cryptotaenia canadensis","H","f",211,"2018-11-16",25,0,56,25
"421.31","Cryptotaenia canadensis","H","f",211,"2018-11-16",25,0,56,25
"421.41","Cryptotaenia canadensis","H","f",211,"2018-11-16",25,0,56,25
"421.5","Cryptotaenia canadensis","H","f",211,"2018-11-16",25,0,56,25
"421.6","Cryptotaenia canadensis","H","f",211,"2018-11-16",25,0,56,25
"421.7","Cryptotaenia canadensis","H","f",211,"2018-11-16",25,0,56,25
"421.8","Cryptotaenia canadensis","H","f",211,"2018-11-16",25,0,56,25
"421.9","Cryptotaenia canadensis","H","f",211,"2018-11-16",25,0,56,25
"4221","Cryptotaenia canadensis","H","f",212,"2018-11-16",25,0,56,25
"422.11","Cryptotaenia canadensis","H","f",212,"2018-11-16",25,0,56,25
"422.2","Cryptotaenia canadensis","H","f",212,"2018-11-16",25,0,56,25
"422.3","Cryptotaenia canadensis","H","f",212,"2018-11-16",25,0,56,25
"422.4","Cryptotaenia canadensis","H","f",212,"2018-11-16",25,0,56,25
"422.5","Cryptotaenia canadensis","H","f",212,"2018-11-16",25,0,56,25
"422.6","Cryptotaenia canadensis","H","f",212,"2018-11-16",25,0,56,25
"4232","Cryptotaenia canadensis","H","f",213,"2018-11-16",25,0,56,25
"423.13","Cryptotaenia canadensis","H","f",213,"2018-11-16",25,0,56,25
"423.21","Cryptotaenia canadensis","H","f",213,"2018-11-16",25,0,56,25
"423.3","Cryptotaenia canadensis","H","f",213,"2018-11-16",25,0,56,25
"423.4","Cryptotaenia canadensis","H","f",213,"2018-11-16",25,0,56,25
"423.5","Cryptotaenia canadensis","H","f",213,"2018-11-16",25,0,56,25
"423.6","Cryptotaenia canadensis","H","f",213,"2018-11-16",25,0,56,25
"423.7","Cryptotaenia canadensis","H","f",213,"2018-11-16",25,0,56,25
"423.8","Cryptotaenia canadensis","H","f",213,"2018-11-16",25,0,56,25
"423.9","Cryptotaenia canadensis","H","f",213,"2018-11-16",25,0,56,25
"423.10","Cryptotaenia canadensis","H","f",213,"2018-11-16",25,0,56,25
"423.11","Cryptotaenia canadensis","H","f",213,"2018-11-16",25,0,56,25
"423.12","Cryptotaenia canadensis","H","f",213,"2018-11-16",25,0,56,25
"4251","Cryptotaenia canadensis","L","f",215,"2018-11-16",25,0,56,20
"425.11","Cryptotaenia canadensis","L","f",215,"2018-11-16",25,0,56,20
"427","Eurbia diviricata","H","f",277,"2018-11-16",25,0,56,25
"427.1","Eurbia diviricata","H","f",277,"2018-11-16",25,0,56,25
"427.2","Eurbia diviricata","H","f",277,"2018-11-16",25,0,56,25
"428","Eurbia diviricata","H","f",278,"2018-11-16",25,0,56,25
"428.1","Eurbia diviricata","H","f",278,"2018-11-16",25,0,56,25
"428.2","Eurbia diviricata","H","f",278,"2018-11-16",25,0,56,25
"429","Eurbia diviricata","H","f",279,"2018-11-16",25,0,56,25
"430","Eurbia diviricata","L","f",280,"2018-11-16",25,0,56,20
"431","Eurbia diviricata","L","f",281,"2018-11-16",25,0,56,20
"431.1","Eurbia diviricata","L","f",281,"2018-11-16",25,0,56,20
"431.2","Eurbia diviricata","L","f",281,"2018-11-16",25,0,56,20
"432","Eurbia diviricata","L","f",282,"2018-11-16",25,0,56,20
"432.1","Eurbia diviricata","L","f",282,"2018-11-16",25,0,56,20
"432.2","Eurbia diviricata","L","f",282,"2018-11-16",25,0,56,20
"432.3","Eurbia diviricata","L","f",282,"2018-11-16",25,0,56,20
"432.4","Eurbia diviricata","L","f",282,"2018-11-16",25,0,56,20
"4371","Hesperis matronalis","L","f",335,"2018-11-16",25,0,56,20
"437.11","Hesperis matronalis","L","f",335,"2018-11-16",25,0,56,20
"441","Polygonum virginiatum","H","f",415,"2018-11-16",25,0,56,25
"441.1","Polygonum virginiatum","H","f",415,"2018-11-16",25,0,56,25
"441.2","Polygonum virginiatum","H","f",415,"2018-11-16",25,0,56,25
"441.3","Polygonum virginiatum","H","f",415,"2018-11-16",25,0,56,25
"441.4","Polygonum virginiatum","H","f",415,"2018-11-16",25,0,56,25
"441.5","Polygonum virginiatum","H","f",415,"2018-11-16",25,0,56,25
"441.6","Polygonum virginiatum","H","f",415,"2018-11-16",25,0,56,25
"442","Polygonum virginiatum","H","f",416,"2018-11-16",25,0,56,25
"442.1","Polygonum virginiatum","H","f",416,"2018-11-16",25,0,56,25
"442.2","Polygonum virginiatum","H","f",416,"2018-11-16",25,0,56,25
"443","Polygonum virginiatum","H","f",417,"2018-11-16",25,0,56,25
"443.1","Polygonum virginiatum","H","f",417,"2018-11-16",25,0,56,25
"443.2","Polygonum virginiatum","H","f",417,"2018-11-16",25,0,56,25
"443.3","Polygonum virginiatum","H","f",417,"2018-11-16",25,0,56,25
"444","Polygonum virginiatum","L","f",419,"2018-11-16",25,0,56,20
"444.1","Polygonum virginiatum","L","f",419,"2018-11-16",25,0,56,20
"444.2","Polygonum virginiatum","L","f",419,"2018-11-16",25,0,56,20
"444.3","Polygonum virginiatum","L","f",419,"2018-11-16",25,0,56,20
"444.4","Polygonum virginiatum","L","f",419,"2018-11-16",25,0,56,20
"4451","Polygonum virginiatum","L","f",420,"2018-11-16",25,0,56,20
"4461","Carex grisea","H","f",447,"2018-11-16",25,0,56,25
"446.110","Carex grisea","H","f",447,"2018-11-16",25,0,56,25
"446.2","Carex grisea","H","f",447,"2018-11-16",25,0,56,25
"446.3","Carex grisea","H","f",447,"2018-11-16",25,0,56,25
"446.4","Carex grisea","H","f",447,"2018-11-16",25,0,56,25
"446.5","Carex grisea","H","f",447,"2018-11-16",25,0,56,25
"446.6","Carex grisea","H","f",447,"2018-11-16",25,0,56,25
"446.7","Carex grisea","H","f",447,"2018-11-16",25,0,56,25
"446.8","Carex grisea","H","f",447,"2018-11-16",25,0,56,25
"446.9","Carex grisea","H","f",447,"2018-11-16",25,0,56,25
"446.10","Carex grisea","H","f",447,"2018-11-16",25,0,56,25
"446.11","Carex grisea","H","f",447,"2018-11-16",25,0,56,25
"446.12","Carex grisea","H","f",447,"2018-11-16",25,0,56,25
"446.13","Carex grisea","H","f",447,"2018-11-16",25,0,56,25
"446.14","Carex grisea","H","f",447,"2018-11-16",25,0,56,25
"446.15","Carex grisea","H","f",447,"2018-11-16",25,0,56,25
"446.16","Carex grisea","H","f",447,"2018-11-16",25,0,56,25
"446.17","Carex grisea","H","f",447,"2018-11-16",25,0,56,25
"446.18","Carex grisea","H","f",447,"2018-11-16",25,0,56,25
"446.19","Carex grisea","H","f",447,"2018-11-16",25,0,56,25
"4471","Carex grisea","H","f",448,"2018-11-16",25,0,56,25
"447.110","Carex grisea","H","f",448,"2018-11-16",25,0,56,25
"447.21","Carex grisea","H","f",448,"2018-11-16",25,0,56,25
"447.31","Carex grisea","H","f",448,"2018-11-16",25,0,56,25
"447.4","Carex grisea","H","f",448,"2018-11-16",25,0,56,25
"447.5","Carex grisea","H","f",448,"2018-11-16",25,0,56,25
"447.6","Carex grisea","H","f",448,"2018-11-16",25,0,56,25
"447.7","Carex grisea","H","f",448,"2018-11-16",25,0,56,25
"447.8","Carex grisea","H","f",448,"2018-11-16",25,0,56,25
"447.9","Carex grisea","H","f",448,"2018-11-16",25,0,56,25
"447.10","Carex grisea","H","f",448,"2018-11-16",25,0,56,25
"447.11","Carex grisea","H","f",448,"2018-11-16",25,0,56,25
"447.12","Carex grisea","H","f",448,"2018-11-16",25,0,56,25
"447.13","Carex grisea","H","f",448,"2018-11-16",25,0,56,25
"447.14","Carex grisea","H","f",448,"2018-11-16",25,0,56,25
"447.15","Carex grisea","H","f",448,"2018-11-16",25,0,56,25
"447.16","Carex grisea","H","f",448,"2018-11-16",25,0,56,25
"447.17","Carex grisea","H","f",448,"2018-11-16",25,0,56,25
"447.18","Carex grisea","H","f",448,"2018-11-16",25,0,56,25
"447.19","Carex grisea","H","f",448,"2018-11-16",25,0,56,25
"448","Carex grisea","L","f",449,"2018-11-16",25,0,56,20
"448.1","Carex grisea","L","f",449,"2018-11-16",25,0,56,20
"448.2","Carex grisea","L","f",449,"2018-11-16",25,0,56,20
"448.3","Carex grisea","L","f",449,"2018-11-16",25,0,56,20
"448.4","Carex grisea","L","f",449,"2018-11-16",25,0,56,20
"448.5","Carex grisea","L","f",449,"2018-11-16",25,0,56,20
"448.6","Carex grisea","L","f",449,"2018-11-16",25,0,56,20
"448.7","Carex grisea","L","f",449,"2018-11-16",25,0,56,20
"448.8","Carex grisea","L","f",449,"2018-11-16",25,0,56,20
"448.9","Carex grisea","L","f",449,"2018-11-16",25,0,56,20
"448.10","Carex grisea","L","f",449,"2018-11-16",25,0,56,20
"448.11","Carex grisea","L","f",449,"2018-11-16",25,0,56,20
"448.12","Carex grisea","L","f",449,"2018-11-16",25,0,56,20
"448.13","Carex grisea","L","f",449,"2018-11-16",25,0,56,20
"448.14","Carex grisea","L","f",449,"2018-11-16",25,0,56,20
"448.15","Carex grisea","L","f",449,"2018-11-16",25,0,56,20
"448.16","Carex grisea","L","f",449,"2018-11-16",25,0,56,20
"448.17","Carex grisea","L","f",449,"2018-11-16",25,0,56,20
"448.18","Carex grisea","L","f",449,"2018-11-16",25,0,56,20
"4491","Carex grisea","L","f",450,"2018-11-16",25,0,56,20
"449.1","Carex grisea","L","f",450,"2018-11-16",25,0,56,20
"449.2","Carex grisea","L","f",450,"2018-11-16",25,0,56,20
"449.3","Carex grisea","L","f",450,"2018-11-16",25,0,56,20
"449.4","Carex grisea","L","f",450,"2018-11-16",25,0,56,20
"449.5","Carex grisea","L","f",450,"2018-11-16",25,0,56,20
"449.6","Carex grisea","L","f",450,"2018-11-16",25,0,56,20
"449.7","Carex grisea","L","f",450,"2018-11-16",25,0,56,20
"449.8","Carex grisea","L","f",450,"2018-11-16",25,0,56,20
"449.9","Carex grisea","L","f",450,"2018-11-16",25,0,56,20
