,chill_time,force,scenario,Estimate,Est.Error,Q2.5,Q97.5,Taxa,germination,fresh,germinated,seedbank
185,69.14265599,1,warming,0.941711498,0.018354067,0.900209946,0.970605508,P.virginiatum,>80%,263.496792,248.1379587,15.35883334
186,61.14042249,1,warming,0.854377141,0.030004218,0.78989298,0.905518265,P.virginiatum,>80%,115.3588333,98.55995019,16.79888314
187,-23.49278456,1,warming,0.000150381,0.0001642,1.41E-05,0.000539102,P.virginiatum,<20%,116.7988831,0.017564292,116.7813188
188,73.71715005,1,warming,0.966310557,0.012796215,0.936677329,0.985265689,P.virginiatum,>80%,216.7813188,209.478077,7.303241835
189,33.52018065,1,warming,0.14362167,0.026772214,0.094480443,0.199867225,P.virginiatum,<20%,107.3032418,15.41107074,91.8921711
190,11.62459394,1,warming,0.010547642,0.005090143,0.003498319,0.022648002,P.virginiatum,<20%,191.8921711,2.024009971,189.8681611
191,34.11043197,1,warming,0.153153623,0.027476329,0.102695247,0.210555477,P.virginiatum,<20%,289.8681611,44.39435919,245.4738019
192,16.58717838,1,warming,0.019386585,0.007979801,0.007560097,0.038088784,P.virginiatum,<20%,345.4738019,6.697557237,338.7762447
193,53.1236204,1,warming,0.677489654,0.036688742,0.603146016,0.746993549,P.virginiatum,50-80%,438.7762447,297.2663662,141.5098785
194,95.43010737,1,warming,0.997614494,0.001703663,0.993319605,0.99951657,P.virginiatum,>80%,241.5098785,240.9337553,0.576123212
195,53.9028157,1,warming,0.699014352,0.03652141,0.624554945,0.767740566,P.virginiatum,50-80%,100.5761232,70.30415355,30.27196966
196,90.09564766,1,warming,0.995433231,0.002861355,0.988279915,0.998875397,P.virginiatum,>80%,130.2719697,129.6770477,0.594921961
197,15.8868306,1,warming,0.017792977,0.007499799,0.006782756,0.035295408,P.virginiatum,<20%,100.594922,1.789883093,98.80503887
198,29.83493256,1,warming,0.094906784,0.022037156,0.056319155,0.142189958,P.virginiatum,<20%,198.8050389,18.86794689,179.937092
199,24.84503783,1,warming,0.052796379,0.015726266,0.026958067,0.087337963,P.virginiatum,<20%,279.937092,14.77966467,265.1574273
200,28.35786023,1,warming,0.079976701,0.020098138,0.045372352,0.12344224,P.virginiatum,<20%,365.1574273,29.20408654,335.9533408
201,130.3918083,0,ambient,0.999991882,1.36E-05,0.999965067,0.999999515,C.canadensis,>80%,100,99.99918815,0.000811847
202,58.59100339,0,ambient,0.97809608,0.00700254,0.962219738,0.989469085,C.canadensis,>80%,100.0008118,97.8104021,2.190409749
