year,imput_new,germ_perc,seedbank,scenario,species
50,135.0145612,0.963081538,4.984530009,ambient,E.divaricata
51,104.98453,0.912632949,9.172188818,ambient,E.divaricata
52,109.1721888,0.983153385,1.839181807,ambient,E.divaricata
53,101.8391818,0.918635857,8.286057707,ambient,E.divaricata
54,108.2860577,0.974758923,2.733256743,ambient,E.divaricata
55,102.7332567,0.992298417,0.791208737,ambient,E.divaricata
56,100.7912087,0.955979224,4.436907201,ambient,E.divaricata
57,104.4369072,0.9276225,7.55888227,ambient,E.divaricata
58,107.5588823,0.995220573,0.514069794,ambient,E.divaricata
59,100.5140698,0.838009338,16.2823407,ambient,E.divaricata
60,116.2823407,0.872675731,14.80556406,ambient,E.divaricata
61,114.8055641,0.803014002,22.61508866,ambient,E.divaricata
62,122.6150887,0.898317906,12.46775892,ambient,E.divaricata
63,112.4677589,0.802520792,22.21004396,ambient,E.divaricata
64,122.210044,0.729808105,33.02016335,ambient,E.divaricata
65,133.0201633,0.935519533,8.577202198,ambient,E.divaricata
66,108.5772022,0.91479911,9.250874267,ambient,E.divaricata
67,109.2508743,0.572523871,46.70214077,ambient,E.divaricata
68,146.7021408,0.377359968,91.34262564,ambient,E.divaricata
69,191.3426256,0.919337104,15.43425041,ambient,E.divaricata
70,115.4342504,0.839716899,18.50215956,ambient,E.divaricata
71,118.5021596,0.757527147,28.73355673,ambient,E.divaricata
72,128.7335567,0.964256579,4.601377693,ambient,E.divaricata
73,104.6013777,0.857980859,14.85539779,ambient,E.divaricata
74,114.8553978,0.970970834,3.33415646,ambient,E.divaricata
75,103.3341565,0.722928205,28.63098025,ambient,E.divaricata
76,128.6309802,0.982295825,2.277305368,ambient,E.divaricata
77,102.2773054,0.972007941,2.862952398,ambient,E.divaricata
78,102.8629524,0.759436108,24.74511212,ambient,E.divaricata
79,124.7451121,0.763048961,29.55848393,ambient,E.divaricata
80,129.5584839,0.90907458,11.7801596,ambient,E.divaricata
81,111.7801596,0.852580534,16.47857149,ambient,E.divaricata
82,116.4785715,0.860630489,16.2335615,ambient,E.divaricata
83,116.2335615,0.946925897,6.168992072,ambient,E.divaricata
84,106.1689921,0.942769933,6.076058526,ambient,E.divaricata
85,106.0760585,0.929267221,7.503054384,ambient,E.divaricata
86,107.5030544,0.90986277,9.69002758,ambient,E.divaricata
87,109.6900276,0.871735384,14.06934924,ambient,E.divaricata
88,114.0693492,0.908396152,10.44919127,ambient,E.divaricata
89,110.4491913,0.908130318,10.14693206,ambient,E.divaricata
90,110.1469321,0.932987142,7.381260707,ambient,E.divaricata
91,107.3812607,0.401968724,64.21735241,ambient,E.divaricata
92,164.2173524,0.467980021,87.36691241,ambient,E.divaricata
93,187.3669124,0.78159757,40.92138898,ambient,E.divaricata
94,140.921389,0.768037193,32.68852091,ambient,E.divaricata
95,132.6885209,0.983182724,2.231459426,ambient,E.divaricata
96,102.2314594,0.903873544,9.827147915,ambient,E.divaricata
97,109.8271479,0.970999601,3.185031131,ambient,E.divaricata
98,103.1850311,0.723534892,28.52706073,ambient,E.divaricata
99,128.5270607,0.88052289,15.35604172,ambient,E.divaricata
100,115.3560417,0.964522832,4.09250563,ambient,E.divaricata
1,100,0.845193441,15.48065589,Cc,E.divaricata
2,115.4806559,0.524181285,54.94785728,Cc,E.divaricata
3,154.9478573,0.827979438,26.65421752,Cc,E.divaricata
4,126.6542175,0.522741528,60.44679834,Cc,E.divaricata
5,160.4467983,0.65179114,55.86899669,Cc,E.divaricata
6,155.8689967,0.58625648,64.48978733,Cc,E.divaricata
7,164.4897873,0.522471697,78.54852896,Cc,E.divaricata
8,178.548529,0.939952752,10.7213478,Cc,E.divaricata
9,110.7213478,0.666261424,36.95198496,Cc,E.divaricata
10,136.951985,0.731469761,36.77574922,Cc,E.divaricata
11,136.7757492,0.596491338,55.19019956,Cc,E.divaricata
12,155.1901996,0.87212633,19.84474042,Cc,E.divaricata
13,119.8447404,0.735877954,31.65363806,Cc,E.divaricata
14,131.6536381,0.490539113,67.07237921,Cc,E.divaricata
15,167.0723792,0.653777716,57.8441807,Cc,E.divaricata
16,157.8441807,0.498706686,79.12623249,Cc,E.divaricata
17,179.1262325,0.68986907,55.55258498,Cc,E.divaricata
18,155.552585,0.497842915,78.11183269,Cc,E.divaricata
19,178.1118327,0.695311584,54.26861209,Cc,E.divaricata
20,154.2686121,0.544702943,70.23804502,Cc,E.divaricata
21,170.238045,0.693964263,52.09892554,Cc,E.divaricata
22,152.0989255,0.399875806,91.27824513,Cc,E.divaricata
23,191.2782451,0.512190977,93.30725379,Cc,E.divaricata
24,193.3072538,0.298984878,135.511308,Cc,E.divaricata
25,235.511308,0.439007641,132.1200442,Cc,E.divaricata
26,232.1200442,0.523522018,110.6000902,Cc,E.divaricata
27,210.6000902,0.748368875,52.99353769,Cc,E.divaricata
28,152.9935377,0.781196026,33.47559407,Cc,E.divaricata
29,133.4755941,0.415295707,78.04375284,Cc,E.divaricata
30,178.0437528,0.869007348,23.32242334,Cc,E.divaricata
31,123.3224233,0.841886839,19.49889823,Cc,E.divaricata
32,119.4988982,0.730777911,32.17174304,Cc,E.divaricata
33,132.171743,0.486192629,67.91081578,Cc,E.divaricata
34,167.9108158,0.825199165,29.35095074,Cc,E.divaricata
35,129.3509507,0.42303759,74.63063623,Cc,E.divaricata
36,174.6306362,0.626296568,65.260068,Cc,E.divaricata
37,165.260068,0.54780273,74.7301516,Cc,E.divaricata
38,174.7301516,0.684103146,55.19670513,Cc,E.divaricata
39,155.1967051,0.825366896,27.10248236,Cc,E.divaricata
40,127.1024824,0.305484649,88.27462512,Cc,E.divaricata
41,188.2746251,0.584219555,78.28090747,Cc,E.divaricata
42,178.2809075,0.95384294,8.228922553,Cc,E.divaricata
43,108.2289226,0.673073107,35.38294542,Cc,E.divaricata
44,135.3829454,0.765277755,31.77738886,Cc,E.divaricata
45,131.7773889,0.45174886,72.24710362,Cc,E.divaricata
46,172.2471036,0.573016888,73.5466043,Cc,E.divaricata
47,173.5466043,0.670150037,57.24434101,Cc,E.divaricata
48,157.244341,0.873604976,19.87490227,Cc,E.divaricata
49,119.8749023,0.852940987,17.62868485,Cc,E.divaricata
50,117.6286849,0.551724008,52.73011543,Cc,E.divaricata
51,152.7301154,0.764598506,35.95289729,Cc,E.divaricata
52,135.9528973,0.417981178,79.12714507,Cc,E.divaricata
53,179.1271451,0.62247726,67.62457055,Cc,E.divaricata
54,167.6245705,0.525650702,79.51259734,Cc,E.divaricata
55,179.5125973,0.880311529,21.48558835,Cc,E.divaricata
56,121.4855883,0.600778336,48.49967874,Cc,E.divaricata
57,148.4996787,0.802692109,29.30015841,Cc,E.divaricata
58,129.3001584,0.669287937,42.76112215,Cc,E.divaricata
59,142.7611222,0.726947898,38.98122448,Cc,E.divaricata
60,138.9812245,0.854100278,20.27732199,Cc,E.divaricata
61,120.277322,0.855165094,17.42035465,Cc,E.divaricata
62,117.4203547,0.529708618,55.22178088,Cc,E.divaricata
63,155.2217809,0.363209335,98.84378106,Cc,E.divaricata
64,198.8437811,0.77225724,45.28523156,Cc,E.divaricata
65,145.2852316,0.837889552,23.55225398,Cc,E.divaricata
66,123.552254,0.259835523,91.44898948,Cc,E.divaricata
67,191.4489895,0.73301211,51.1145618,Cc,E.divaricata
68,151.1145618,0.489150378,77.19681684,Cc,E.divaricata
69,177.1968168,0.751167307,44.09236119,Cc,E.divaricata
70,144.0923612,0.776213433,32.2459348,Cc,E.divaricata
71,132.2459348,0.849682578,19.87886795,Cc,E.divaricata
72,119.8788679,0.48661142,61.54444183,Cc,E.divaricata
73,161.5444418,0.380992891,99.99715787,Cc,E.divaricata
74,199.9971579,0.781716999,43.65597971,Cc,E.divaricata
75,143.6559797,0.725540948,39.42768396,Cc,E.divaricata
76,139.427684,0.537982496,64.41803048,Cc,E.divaricata
77,164.4180305,0.698490111,49.57366207,Cc,E.divaricata
78,149.5736621,0.817376312,27.31569384,Cc,E.divaricata
79,127.3156938,0.553099337,56.89746796,Cc,E.divaricata
80,156.897468,0.702754777,46.6370228,Cc,E.divaricata
81,146.6370228,0.529345099,69.01543344,Cc,E.divaricata
82,169.0154334,0.743894074,43.28585406,Cc,E.divaricata
83,143.2858541,0.303414213,99.81088942,Cc,E.divaricata
84,199.8108894,0.635149961,72.90101088,Cc,E.divaricata
85,172.9010109,0.812784676,32.3697188,Cc,E.divaricata
86,132.3697188,0.767128833,30.82509084,Cc,E.divaricata
87,130.8250908,0.151754461,110.9717997,Cc,E.divaricata
88,210.9717997,0.835524302,34.69973411,Cc,E.divaricata
89,134.6997341,0.557578405,59.59407114,Cc,E.divaricata
90,159.5940711,0.370792045,100.4178592,Cc,E.divaricata
91,200.4178592,0.562648687,87.65301389,Cc,E.divaricata
92,187.6530139,0.411603338,110.414407,Cc,E.divaricata
93,210.414407,0.713869204,60.20604173,Cc,E.divaricata
94,160.2060417,0.913983704,13.78033026,Cc,E.divaricata
95,113.7803303,0.719365182,31.93072232,Cc,E.divaricata
96,131.9307223,0.898726999,13.36102017,Cc,E.divaricata
97,113.3610202,0.405746295,67.36520628,Cc,E.divaricata
98,167.3652063,0.525703459,79.38073846,Cc,E.divaricata
99,179.3807385,0.482310994,92.86343615,Cc,E.divaricata
100,192.8634362,0.512861957,93.95111694,Cc,E.divaricata
